Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC3917_rotmod,0.87,24.3,35.64
NGC3917_rotmod,1.74,49.6,47.54
NGC3917_rotmod,2.61,73.6,60.47
NGC3917_rotmod,3.5,101.0,74.08847953629498
NGC3917_rotmod,4.37,107.0,86.0731694548307
NGC3917_rotmod,5.24,115.0,97.28408400144393
NGC3917_rotmod,6.11,123.0,105.04850308309966
NGC3917_rotmod,6.98,130.0,109.04986198982556
NGC3917_rotmod,7.85,134.0,111.3441242275496
NGC3917_rotmod,8.72,136.0,110.78013043863056
NGC3917_rotmod,9.6,137.0,111.17184625614527
NGC3917_rotmod,10.47,136.0,110.08461927081366
NGC3917_rotmod,11.35,137.0,108.24236231716306
NGC3917_rotmod,12.19,137.0,105.81480661986771
NGC3917_rotmod,13.12,137.0,101.70230479197608
NGC3917_rotmod,13.94,138.0,98.39248802627161
NGC3917_rotmod,14.86,137.0,93.92352474220715
