Galaxy,R_kpc,V_obs_kms,V_baryon_kms
UGC12732_rotmod,0.96,34.2,20.75905826380378
UGC12732_rotmod,1.92,49.5,31.172423710709438
UGC12732_rotmod,2.88,59.9,33.27861174989125
UGC12732_rotmod,3.84,65.3,36.16340691914964
UGC12732_rotmod,4.8,69.8,36.51257865448564
UGC12732_rotmod,5.76,73.8,37.67614762684741
UGC12732_rotmod,6.72,76.2,39.342780786314535
UGC12732_rotmod,7.68,79.3,38.24822087365633
UGC12732_rotmod,8.64,80.3,38.86800869609865
UGC12732_rotmod,9.6,81.9,39.12994249931886
UGC12732_rotmod,10.6,84.0,39.59186911475638
UGC12732_rotmod,11.5,85.6,41.15230856221799
UGC12732_rotmod,12.5,87.9,43.502873468312416
UGC12732_rotmod,13.4,90.8,45.56847704279791
UGC12732_rotmod,14.4,95.5,47.69880606472241
UGC12732_rotmod,15.4,98.0,49.010538662618266
