Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC0055_rotmod,1.23,28.7,30.701343618806
NGC0055_rotmod,1.84,37.6,37.58376511207998
NGC0055_rotmod,2.46,43.1,42.437329086548324
NGC0055_rotmod,3.07,50.1,46.09437709742914
NGC0055_rotmod,3.68,58.1,48.98893038228126
NGC0055_rotmod,4.3,64.6,51.38481098534858
NGC0055_rotmod,4.91,68.5,52.87407871537811
NGC0055_rotmod,5.52,72.3,53.96659892933776
NGC0055_rotmod,6.14,74.2,54.776244851212645
NGC0055_rotmod,6.75,78.9,55.463545685431974
NGC0055_rotmod,7.37,82.4,56.32594872702989
NGC0055_rotmod,7.98,84.3,57.11357106677887
NGC0055_rotmod,8.59,85.4,57.96047791383367
NGC0055_rotmod,9.21,85.3,58.32593334015324
NGC0055_rotmod,9.82,86.8,58.27827382481399
NGC0055_rotmod,10.43,85.4,58.0565190138024
NGC0055_rotmod,11.05,85.4,57.43401866489929
NGC0055_rotmod,11.66,86.2,56.95801436145751
NGC0055_rotmod,12.28,86.1,57.033781217801085
NGC0055_rotmod,12.89,87.4,57.50637616821286
NGC0055_rotmod,13.5,86.5,58.597202151638605
