Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC0247_rotmod,1.08,34.6,22.36491225111335
NGC0247_rotmod,1.61,47.0,29.9290043269067
NGC0247_rotmod,2.15,59.1,34.97988707814821
NGC0247_rotmod,2.7,64.4,38.81017005889049
NGC0247_rotmod,3.22,67.4,42.40056249626885
NGC0247_rotmod,3.77,69.8,45.61245992050856
NGC0247_rotmod,4.31,71.3,48.3927618554676
NGC0247_rotmod,4.85,73.2,50.68751818741967
NGC0247_rotmod,5.38,75.1,52.3372916762035
NGC0247_rotmod,5.92,78.5,53.916128384742166
NGC0247_rotmod,6.46,81.4,55.42527311615162
NGC0247_rotmod,6.99,83.5,56.90559990018557
NGC0247_rotmod,7.53,87.1,58.525417555110195
NGC0247_rotmod,8.07,90.7,59.8550332052368
NGC0247_rotmod,8.62,93.1,61.20565415057664
NGC0247_rotmod,9.14,95.9,62.578432386885495
NGC0247_rotmod,9.69,98.4,63.78135777795892
NGC0247_rotmod,10.23,101.0,64.67244390001045
NGC0247_rotmod,10.76,103.0,65.27199093026043
NGC0247_rotmod,11.3,104.0,65.51851722986412
NGC0247_rotmod,11.84,105.0,65.3171684934367
NGC0247_rotmod,12.38,105.0,64.80725345206352
NGC0247_rotmod,12.91,105.0,63.8773864524841
NGC0247_rotmod,13.48,106.0,62.596118889273
NGC0247_rotmod,14.01,108.0,61.22786048850637
NGC0247_rotmod,14.54,107.0,59.86697670669532
