Galaxy,R_kpc,V_obs_kms,V_baryon_kms
UGC01281_rotmod,0.08,1.41,6.0392466417592185
UGC01281_rotmod,0.23,4.46,6.842879510849215
UGC01281_rotmod,0.38,7.71,5.399675916200897
UGC01281_rotmod,0.54,11.0,8.514505270419416
UGC01281_rotmod,0.69,14.2,10.793020893151278
UGC01281_rotmod,0.84,17.2,12.857285872220466
UGC01281_rotmod,1.0,20.2,14.832754295814382
UGC01281_rotmod,1.15,23.2,16.483039768198097
UGC01281_rotmod,1.3,26.4,16.832266632869143
UGC01281_rotmod,1.46,29.3,18.011343647823725
UGC01281_rotmod,1.61,31.6,19.54800501329995
UGC01281_rotmod,1.76,34.6,20.62334841872192
UGC01281_rotmod,1.92,37.4,21.837456353705665
UGC01281_rotmod,2.07,39.9,22.656195620624395
UGC01281_rotmod,2.22,42.2,23.547590110242705
UGC01281_rotmod,2.38,44.4,24.25746070799662
UGC01281_rotmod,2.53,46.7,24.82544662236714
UGC01281_rotmod,2.68,48.5,25.26107281965673
UGC01281_rotmod,2.76,49.3,25.400472436551254
UGC01281_rotmod,3.07,53.0,25.848359715850442
UGC01281_rotmod,3.46,54.1,26.58210676376122
UGC01281_rotmod,3.83,55.0,26.48306062372701
UGC01281_rotmod,4.23,55.7,25.987221859983418
UGC01281_rotmod,4.62,56.4,26.820986186193824
UGC01281_rotmod,4.99,56.9,27.403366581498705
