Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC2403_rotmod,0.16,24.5,23.21
NGC2403_rotmod,0.26,35.3,35.33
NGC2403_rotmod,0.36,43.2,47.00922569028339
NGC2403_rotmod,0.46,52.0,56.726241722856976
NGC2403_rotmod,0.56,60.9,63.8246229914443
NGC2403_rotmod,0.66,65.8,67.62657465819188
NGC2403_rotmod,0.76,71.7,70.9087053893949
NGC2403_rotmod,0.86,74.6,72.89295164829038
NGC2403_rotmod,0.96,74.6,74.9778453944897
NGC2403_rotmod,1.06,76.6,77.24371366007722
NGC2403_rotmod,1.16,78.5,79.61182952300493
NGC2403_rotmod,1.27,83.4,82.34121021699889
NGC2403_rotmod,1.36,86.4,85.36800454502846
NGC2403_rotmod,1.47,87.4,88.12843581954691
NGC2403_rotmod,1.57,90.3,90.96677030652457
NGC2403_rotmod,1.67,93.3,94.184948372869
NGC2403_rotmod,1.77,93.3,97.07252958484186
NGC2403_rotmod,1.87,95.2,99.42995625061896
NGC2403_rotmod,1.97,97.2,101.64837677011866
NGC2403_rotmod,2.08,99.1,104.02645913420298
NGC2403_rotmod,2.18,98.2,106.31884969279906
NGC2403_rotmod,2.28,98.2,106.99600226176678
NGC2403_rotmod,2.37,98.2,106.47681531676274
NGC2403_rotmod,2.47,97.2,105.8918665431864
NGC2403_rotmod,2.57,98.2,105.44533797186104
NGC2403_rotmod,2.68,98.2,104.8043329256954
NGC2403_rotmod,2.78,98.2,104.27580016475538
NGC2403_rotmod,2.88,99.1,103.74163339759018
NGC2403_rotmod,2.98,100.0,103.37419407182821
NGC2403_rotmod,3.08,102.0,103.28898876453384
NGC2403_rotmod,3.19,101.0,103.25176850785657
NGC2403_rotmod,3.29,101.0,103.60889247550135
NGC2403_rotmod,3.39,103.0,104.08061731177423
NGC2403_rotmod,3.49,107.0,104.47720373363751
NGC2403_rotmod,3.59,110.0,104.53593688296863
NGC2403_rotmod,3.69,112.0,104.8995328874252
NGC2403_rotmod,3.79,114.0,104.90110819243047
NGC2403_rotmod,3.9,118.0,104.635132245341
NGC2403_rotmod,3.99,118.0,104.30009108337345
NGC2403_rotmod,4.47,118.0,102.76078288919368
NGC2403_rotmod,4.97,121.0,100.96553718967677
NGC2403_rotmod,5.47,124.0,98.87521479116998
NGC2403_rotmod,5.96,125.0,96.16219059484865
NGC2403_rotmod,6.46,126.0,93.44142550282504
NGC2403_rotmod,6.96,126.0,91.23993971940139
NGC2403_rotmod,7.45,126.0,89.13484447734231
NGC2403_rotmod,7.95,126.0,87.15783671018917
NGC2403_rotmod,8.45,127.0,85.51631891048632
NGC2403_rotmod,8.94,128.0,84.18389988590455
NGC2403_rotmod,9.44,128.0,82.87233193291956
NGC2403_rotmod,9.94,127.0,81.5694875550901
NGC2403_rotmod,10.43,127.0,80.64486158460439
NGC2403_rotmod,10.93,128.0,79.70863253123842
NGC2403_rotmod,11.43,130.0,78.77405664303446
NGC2403_rotmod,11.92,130.0,77.73239350489601
NGC2403_rotmod,12.42,132.0,76.84104437083087
NGC2403_rotmod,12.92,133.0,75.92635510809143
NGC2403_rotmod,13.42,133.0,74.7838177682846
NGC2403_rotmod,13.91,133.0,73.60550319099788
NGC2403_rotmod,14.41,133.0,72.53176476551498
NGC2403_rotmod,14.91,134.0,71.52159184470099
NGC2403_rotmod,15.4,134.0,70.50497287425901
NGC2403_rotmod,15.9,133.0,69.45595510825547
NGC2403_rotmod,16.4,134.0,68.41939198794446
NGC2403_rotmod,16.89,134.0,67.26911995856642
NGC2403_rotmod,17.39,136.0,66.19743952752252
NGC2403_rotmod,17.89,136.0,65.09318320684586
NGC2403_rotmod,18.38,135.0,64.05818058608908
NGC2403_rotmod,18.88,133.0,63.00828913722384
NGC2403_rotmod,19.38,134.0,62.22977824161034
NGC2403_rotmod,19.87,136.0,61.74738375024483
NGC2403_rotmod,20.37,135.0,61.267669288132716
NGC2403_rotmod,20.87,134.0,60.85111174004958
