Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC0801_rotmod,1.17,123.0,183.67812063498474
NGC0801_rotmod,1.56,142.0,210.68792205534706
NGC0801_rotmod,1.96,205.0,232.4094131054076
NGC0801_rotmod,2.73,228.0,264.70710455142677
NGC0801_rotmod,3.52,238.0,281.64283001702705
NGC0801_rotmod,10.59,229.0,270.16796423706495
NGC0801_rotmod,17.65,225.0,246.46340823740957
NGC0801_rotmod,24.61,220.0,231.55375229090976
NGC0801_rotmod,31.67,222.0,227.31047072231408
NGC0801_rotmod,38.74,219.0,211.61590890100868
NGC0801_rotmod,45.8,214.0,192.45075240175083
NGC0801_rotmod,52.86,216.0,179.65069329117546
NGC0801_rotmod,59.82,216.0,171.7692527782548
