Galaxy,R_kpc,V_obs_kms,V_baryon_kms
UGC09037_rotmod,2.43,62.2,136.96361925708595
UGC09037_rotmod,3.65,88.2,148.78781569738834
UGC09037_rotmod,4.86,107.0,151.64457392204972
UGC09037_rotmod,6.08,120.0,153.2628624292265
UGC09037_rotmod,7.29,124.0,161.02637082167627
UGC09037_rotmod,8.51,128.0,159.9485617315767
UGC09037_rotmod,9.73,133.0,158.26481131319116
UGC09037_rotmod,10.96,138.0,157.682581473034
UGC09037_rotmod,12.19,143.0,157.8513278373039
UGC09037_rotmod,13.41,146.0,155.19507273106322
UGC09037_rotmod,14.55,148.0,152.52458064194113
UGC09037_rotmod,15.78,154.0,150.64229718110383
UGC09037_rotmod,17.0,158.0,146.79683988424273
UGC09037_rotmod,18.23,159.0,142.09142549781112
UGC09037_rotmod,19.46,160.0,137.7705472878728
UGC09037_rotmod,20.69,158.0,136.10294118791114
UGC09037_rotmod,21.92,155.0,132.96408876083797
UGC09037_rotmod,23.14,156.0,129.33243715325247
UGC09037_rotmod,24.28,154.0,127.09318785835849
UGC09037_rotmod,25.51,150.0,123.31096950393342
UGC09037_rotmod,26.73,141.0,123.3175494404588
UGC09037_rotmod,27.96,152.0,122.46910018449552
