Galaxy,R_kpc,V_obs_kms,V_baryon_kms
UGC12632_rotmod,0.71,24.1,14.239764745247726
UGC12632_rotmod,1.42,33.6,20.132148419878092
UGC12632_rotmod,2.14,44.8,25.08332115171354
UGC12632_rotmod,2.85,54.4,28.597209654090378
UGC12632_rotmod,3.55,57.4,29.707763295138864
UGC12632_rotmod,4.26,61.4,30.88499473854577
UGC12632_rotmod,4.97,63.8,32.48820093510873
UGC12632_rotmod,5.69,65.5,33.3600434651995
UGC12632_rotmod,6.4,67.6,35.92563430198554
UGC12632_rotmod,7.11,69.2,37.10456171416124
UGC12632_rotmod,7.82,70.3,39.001666631055656
UGC12632_rotmod,8.52,71.4,39.62375171535376
UGC12632_rotmod,9.25,73.2,40.03209962017981
UGC12632_rotmod,9.95,73.0,40.798123731367845
UGC12632_rotmod,10.66,73.1,41.24416322341866
