Galaxy,R_kpc,V_obs_kms,V_baryon_kms
UGC07603_rotmod,0.34,19.6,20.19101285225682
UGC07603_rotmod,0.68,32.5,28.671743930218128
UGC07603_rotmod,1.02,41.9,32.123955235929465
UGC07603_rotmod,1.37,50.6,33.17132044402212
UGC07603_rotmod,1.71,57.0,34.92588867874374
UGC07603_rotmod,2.05,60.5,34.618772364137925
UGC07603_rotmod,2.39,60.5,32.90446322309483
UGC07603_rotmod,2.74,60.0,30.627131762540223
UGC07603_rotmod,3.08,61.5,29.085716425764726
UGC07603_rotmod,3.42,61.5,28.339728297921276
UGC07603_rotmod,3.76,63.0,27.770518540351382
UGC07603_rotmod,4.11,64.0,27.027572957999762
