Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC2976_rotmod,0.11,6.8,12.02680339907492
NGC2976_rotmod,0.17,9.5,15.5399871299818
NGC2976_rotmod,0.24,14.0,19.675652466945028
NGC2976_rotmod,0.31,19.8,23.294999463404157
NGC2976_rotmod,0.38,26.1,26.475214824435326
NGC2976_rotmod,0.45,28.7,29.4515279739439
NGC2976_rotmod,0.52,28.7,32.4975029809984
NGC2976_rotmod,0.59,31.7,35.56337020024959
NGC2976_rotmod,0.66,35.5,38.46211772640711
NGC2976_rotmod,0.73,39.4,41.246339231500286
NGC2976_rotmod,0.8,42.9,44.00727212632022
NGC2976_rotmod,0.87,46.0,46.69099377824379
NGC2976_rotmod,0.94,49.1,49.63522942427082
NGC2976_rotmod,1.01,49.2,53.20930087869977
NGC2976_rotmod,1.08,51.4,56.94446592953524
NGC2976_rotmod,1.14,57.2,59.97477136263214
NGC2976_rotmod,1.21,63.8,63.85477977410932
NGC2976_rotmod,1.29,67.8,68.37915837446377
NGC2976_rotmod,1.35,69.8,71.63078946933364
NGC2976_rotmod,1.42,71.7,75.05539620840062
NGC2976_rotmod,1.49,74.1,78.26422746057102
NGC2976_rotmod,1.56,76.7,81.20790601905703
NGC2976_rotmod,1.63,79.9,83.46410605763414
NGC2976_rotmod,1.74,83.6,85.65192000183066
NGC2976_rotmod,1.93,83.9,83.85764127376824
NGC2976_rotmod,2.1,88.7,81.20576395798516
NGC2976_rotmod,2.27,85.3,79.47841279240546
