Galaxy,R_kpc,V_obs_kms,V_baryon_kms
UGC05829_rotmod,0.63,14.8,7.808200817089684
UGC05829_rotmod,1.26,27.2,13.5836261727125
UGC05829_rotmod,1.88,34.1,17.1740298124814
UGC05829_rotmod,2.52,38.8,19.2803137941269
UGC05829_rotmod,3.14,42.8,23.222801295278742
UGC05829_rotmod,3.77,47.9,27.36384658632627
UGC05829_rotmod,4.4,51.9,29.814845295590583
UGC05829_rotmod,5.03,57.6,33.74741471579712
UGC05829_rotmod,5.65,60.7,37.52006929631128
UGC05829_rotmod,6.29,65.6,39.398706831569996
UGC05829_rotmod,6.91,68.6,40.076498100507735
