Galaxy,R_kpc,V_obs_kms,V_baryon_kms
F565-V2_rotmod,1.26,21.7,12.745587471748802
F565-V2_rotmod,2.51,40.3,20.2820832263355
F565-V2_rotmod,3.78,57.7,24.17198791990431
F565-V2_rotmod,5.03,68.5,25.94479716629136
F565-V2_rotmod,6.29,73.5,29.644866334662396
F565-V2_rotmod,7.54,78.5,32.127072695781045
F565-V2_rotmod,8.8,83.1,32.922553060174415
