Galaxy,R_kpc,V_obs_kms,V_baryon_kms
UGC09133_rotmod,0.32,284.0,191.7879456587405
UGC09133_rotmod,0.63,282.0,296.4674786549108
UGC09133_rotmod,0.95,281.0,328.6161646967477
UGC09133_rotmod,1.26,280.0,338.99159724099354
UGC09133_rotmod,1.58,280.0,343.38502588202647
UGC09133_rotmod,1.89,279.0,343.33066291841743
UGC09133_rotmod,2.21,279.0,342.17507244099477
UGC09133_rotmod,2.52,279.0,340.32101859861666
UGC09133_rotmod,2.84,279.0,338.24940472970536
UGC09133_rotmod,3.15,279.0,337.63186164815664
UGC09133_rotmod,3.47,279.0,339.3641740078054
UGC09133_rotmod,3.79,279.0,341.21861965607917
UGC09133_rotmod,4.1,280.0,342.17368762077547
UGC09133_rotmod,4.42,280.0,342.02478199686055
UGC09133_rotmod,4.73,280.0,340.63022605165264
UGC09133_rotmod,5.05,281.0,338.11305594430985
UGC09133_rotmod,5.36,282.0,335.15713374475564
UGC09133_rotmod,5.68,282.0,332.15544267706946
UGC09133_rotmod,5.99,283.0,329.5769872123962
UGC09133_rotmod,6.31,284.0,327.43454689449004
UGC09133_rotmod,6.62,284.0,326.22537638877816
UGC09133_rotmod,6.94,285.0,325.49923210354893
UGC09133_rotmod,7.57,286.0,323.93643666620767
UGC09133_rotmod,7.89,287.0,322.19458887448747
UGC09133_rotmod,8.2,287.0,319.75370115137054
UGC09133_rotmod,8.31,288.0,318.9406261359628
UGC09133_rotmod,8.52,288.0,317.61179543587485
UGC09133_rotmod,8.83,288.0,316.08674948501084
UGC09133_rotmod,9.15,288.0,314.40755843331755
UGC09133_rotmod,9.78,289.0,310.06414336391754
UGC09133_rotmod,10.1,289.0,307.26113063646693
UGC09133_rotmod,11.04,288.0,298.8076433092032
UGC09133_rotmod,11.36,288.0,296.1255767406794
UGC09133_rotmod,11.67,288.0,293.69884405628835
UGC09133_rotmod,13.57,285.0,281.87203195776624
UGC09133_rotmod,13.88,284.0,279.8574404942631
UGC09133_rotmod,14.2,284.0,278.088886868929
UGC09133_rotmod,16.61,278.0,265.14584024645757
UGC09133_rotmod,19.35,273.0,253.67883494686743
UGC09133_rotmod,22.19,269.0,240.76447183918143
UGC09133_rotmod,24.92,265.0,231.83505580476825
UGC09133_rotmod,27.66,262.0,223.66192724735248
UGC09133_rotmod,30.5,257.0,215.42458401955892
UGC09133_rotmod,33.23,252.0,207.64613119439522
UGC09133_rotmod,35.96,247.0,199.42581853912498
UGC09133_rotmod,38.8,242.0,191.48422128206806
UGC09133_rotmod,41.54,238.0,184.72517478676264
UGC09133_rotmod,44.27,235.0,178.89574449941506
UGC09133_rotmod,47.11,236.0,173.82011218498278
UGC09133_rotmod,49.84,239.0,169.18596070596402
UGC09133_rotmod,52.58,242.0,164.30315821675492
UGC09133_rotmod,55.42,245.0,159.8921999348311
UGC09133_rotmod,58.15,247.0,156.556590726804
UGC09133_rotmod,60.89,246.0,153.9882089641931
UGC09133_rotmod,63.62,243.0,150.984606500133
UGC09133_rotmod,66.46,239.0,147.822131969472
UGC09133_rotmod,69.19,234.0,144.89552546576448
UGC09133_rotmod,71.93,230.0,142.26562796403073
UGC09133_rotmod,74.77,228.0,139.87955568988627
UGC09133_rotmod,77.5,228.0,137.92368397052047
UGC09133_rotmod,80.23,227.0,136.05322524659238
UGC09133_rotmod,83.07,226.0,134.1112627634234
UGC09133_rotmod,85.81,224.0,132.20040733674008
UGC09133_rotmod,88.54,222.0,130.21269868949034
UGC09133_rotmod,91.38,222.0,128.2029254736412
UGC09133_rotmod,94.12,224.0,126.38128698505962
UGC09133_rotmod,99.69,227.0,123.21397566834698
UGC09133_rotmod,108.31,229.0,118.36947832950858
