Galaxy,R_kpc,V_obs_kms,V_baryon_kms
UGC03546_rotmod,0.63,262.0,397.97377313084337
UGC03546_rotmod,0.79,250.0,379.24370383699187
UGC03546_rotmod,0.95,241.0,361.7985854035364
UGC03546_rotmod,1.11,234.0,346.49261882470165
UGC03546_rotmod,1.27,228.0,334.1647654975012
UGC03546_rotmod,1.43,225.0,323.68898900024385
UGC03546_rotmod,1.59,222.0,315.622551317234
UGC03546_rotmod,1.9,221.0,305.49028282418413
UGC03546_rotmod,2.06,221.0,302.3958612481328
UGC03546_rotmod,2.22,222.0,300.2213864800441
UGC03546_rotmod,2.38,222.0,298.74076789082534
UGC03546_rotmod,2.79,221.0,294.67070621288434
UGC03546_rotmod,2.86,221.0,293.886450181018
UGC03546_rotmod,3.02,220.0,291.8598449598711
UGC03546_rotmod,4.17,205.0,270.24391519514364
UGC03546_rotmod,5.56,190.0,242.86491224547032
UGC03546_rotmod,6.96,190.0,227.86842058521404
UGC03546_rotmod,8.35,198.0,217.7474015918445
UGC03546_rotmod,9.73,204.0,212.53623714557477
UGC03546_rotmod,11.14,204.0,202.7198384470548
UGC03546_rotmod,12.51,201.0,194.27438559933734
UGC03546_rotmod,13.88,203.0,188.2748509493501
UGC03546_rotmod,15.35,202.0,182.75984706712796
UGC03546_rotmod,16.72,198.0,176.1953569195284
UGC03546_rotmod,18.08,195.0,169.13213089179715
UGC03546_rotmod,19.45,194.0,162.07028259369451
UGC03546_rotmod,20.92,192.0,154.9223037525585
UGC03546_rotmod,22.92,190.0,146.06310588235485
UGC03546_rotmod,25.02,191.0,138.6494031721738
UGC03546_rotmod,29.23,193.0,127.02000866005324
