Galaxy,R_kpc,V_obs_kms,V_baryon_kms
UGC11914_rotmod,0.28,168.0,215.7164564886045
UGC11914_rotmod,0.37,187.0,227.35200680882497
UGC11914_rotmod,0.47,204.0,236.8777173986612
UGC11914_rotmod,0.56,218.0,243.90546467842825
UGC11914_rotmod,0.65,232.0,249.5503999195353
UGC11914_rotmod,0.75,243.0,255.82125752173138
UGC11914_rotmod,0.84,253.0,262.76000704064535
UGC11914_rotmod,0.93,262.0,270.37450859872126
UGC11914_rotmod,1.03,269.0,277.9479755277955
UGC11914_rotmod,1.12,275.0,283.6972365039885
UGC11914_rotmod,1.21,280.0,288.4745359646151
UGC11914_rotmod,1.3,284.0,292.2242868072399
UGC11914_rotmod,1.41,287.0,295.78751393525727
UGC11914_rotmod,1.5,289.0,298.1179343816806
UGC11914_rotmod,1.59,290.0,300.07206401129713
UGC11914_rotmod,1.68,291.0,301.59361349338946
UGC11914_rotmod,1.78,292.0,302.92868286116453
UGC11914_rotmod,1.87,292.0,303.8764972813791
UGC11914_rotmod,1.96,291.0,304.7991517376648
UGC11914_rotmod,2.05,291.0,305.82274032517597
UGC11914_rotmod,2.16,291.0,307.02879685788434
UGC11914_rotmod,2.25,290.0,307.9717599066512
UGC11914_rotmod,2.34,290.0,308.914901065002
UGC11914_rotmod,2.43,290.0,309.989872415213
UGC11914_rotmod,2.46,290.0,310.3997504831471
UGC11914_rotmod,2.53,290.0,311.3011521019477
UGC11914_rotmod,2.62,290.0,312.381308819846
UGC11914_rotmod,2.71,290.0,313.5325225554759
UGC11914_rotmod,2.8,290.0,314.51865334189637
UGC11914_rotmod,2.99,290.0,315.9931836290144
UGC11914_rotmod,3.28,291.0,317.14814613993883
UGC11914_rotmod,3.74,292.0,316.5410235656667
UGC11914_rotmod,3.83,292.0,316.19113491684107
UGC11914_rotmod,4.02,292.0,315.4610990280735
UGC11914_rotmod,4.09,292.0,315.11515831517846
UGC11914_rotmod,4.12,292.0,314.9612372975443
UGC11914_rotmod,4.3,291.0,313.80229460601464
UGC11914_rotmod,4.39,291.0,313.06585201838925
UGC11914_rotmod,4.49,291.0,312.2735064010394
UGC11914_rotmod,4.58,290.0,311.5085791755983
UGC11914_rotmod,4.87,289.0,308.9295539439372
UGC11914_rotmod,4.91,288.0,308.55783218061407
UGC11914_rotmod,4.96,288.0,308.0934712063857
UGC11914_rotmod,5.05,287.0,307.28877167901857
UGC11914_rotmod,5.14,287.0,306.4426624998549
UGC11914_rotmod,5.24,286.0,305.5184768553287
UGC11914_rotmod,5.33,286.0,304.66177459602636
UGC11914_rotmod,5.42,285.0,303.8273907994472
UGC11914_rotmod,5.51,285.0,302.98526086263666
UGC11914_rotmod,5.61,284.0,302.1215743703187
UGC11914_rotmod,5.71,284.0,301.3583584372599
UGC11914_rotmod,5.8,283.0,300.67126982802995
UGC11914_rotmod,5.89,283.0,299.9532746945764
UGC11914_rotmod,5.98,283.0,299.2798678494763
UGC11914_rotmod,6.08,283.0,298.51284327479107
UGC11914_rotmod,6.15,283.0,298.01638210004495
UGC11914_rotmod,6.17,283.0,297.8875119906842
UGC11914_rotmod,6.26,283.0,297.237178360985
UGC11914_rotmod,6.35,283.0,296.5776603185075
UGC11914_rotmod,6.73,284.0,293.654734680032
UGC11914_rotmod,6.83,284.0,292.81701999713067
UGC11914_rotmod,6.92,285.0,292.0337708211158
UGC11914_rotmod,7.37,288.0,287.8225727770496
UGC11914_rotmod,8.6,297.0,273.6143435567661
UGC11914_rotmod,9.83,305.0,257.7834374043453
