Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC4559_rotmod,0.67,43.8,59.06929151428854
NGC4559_rotmod,1.32,64.2,76.4345183801141
NGC4559_rotmod,1.97,73.3,88.74315353873784
NGC4559_rotmod,2.62,84.2,96.72060483681851
NGC4559_rotmod,3.28,96.2,106.51526181726261
NGC4559_rotmod,3.93,102.0,115.09558201772994
NGC4559_rotmod,4.58,104.0,117.59904123758832
NGC4559_rotmod,5.22,106.0,116.8959956542567
NGC4559_rotmod,5.9,106.0,116.25294490893552
NGC4559_rotmod,6.54,108.0,114.05102717643538
NGC4559_rotmod,7.19,111.0,111.89523761090102
NGC4559_rotmod,7.87,114.0,112.26677380240336
NGC4559_rotmod,8.51,116.0,112.59934857715652
NGC4559_rotmod,9.16,117.0,111.08508180669446
NGC4559_rotmod,9.84,118.0,107.84435682964593
NGC4559_rotmod,10.48,120.0,104.6489445718398
NGC4559_rotmod,11.13,121.0,102.07226508704507
NGC4559_rotmod,11.78,122.0,99.37440767119068
NGC4559_rotmod,12.43,122.0,96.86478049322159
NGC4559_rotmod,13.08,122.0,94.89740354719933
NGC4559_rotmod,13.73,123.0,93.40537939540742
NGC4559_rotmod,14.38,124.0,91.79864105747971
NGC4559_rotmod,15.03,124.0,90.1367106122694
NGC4559_rotmod,15.68,123.0,89.15800020188878
NGC4559_rotmod,16.33,123.0,88.50586025795128
NGC4559_rotmod,16.98,123.0,87.81517522615324
NGC4559_rotmod,17.72,121.0,87.00195515044474
NGC4559_rotmod,18.28,122.0,86.59916223613251
NGC4559_rotmod,19.02,122.0,85.8780000931554
NGC4559_rotmod,19.67,121.0,85.12429030541165
NGC4559_rotmod,20.32,120.0,84.21756170775784
NGC4559_rotmod,20.97,119.0,83.1361082803375
