Galaxy,R_kpc,V_obs_kms,V_baryon_kms
UGC00731_rotmod,0.91,29.6,7.8608142071925355
UGC00731_rotmod,1.81,44.6,12.710342245588826
UGC00731_rotmod,2.73,50.4,14.559330341743058
UGC00731_rotmod,3.64,56.8,19.560051124677564
UGC00731_rotmod,4.55,60.7,21.655161047657902
UGC00731_rotmod,5.45,64.7,23.56630221311778
UGC00731_rotmod,6.36,68.0,27.495550549134308
UGC00731_rotmod,7.28,71.5,33.43879333947324
UGC00731_rotmod,8.19,73.4,36.71330685187593
UGC00731_rotmod,9.09,74.0,37.45944473694185
UGC00731_rotmod,10.0,73.8,38.33339144923131
UGC00731_rotmod,10.91,73.9,37.98251439807533
