Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC0024_rotmod,0.21,17.4,18.6113567479644
NGC0024_rotmod,0.32,31.0,25.750250484218594
NGC0024_rotmod,0.43,36.1,29.73478266273355
NGC0024_rotmod,0.54,46.0,34.17641291885384
NGC0024_rotmod,0.64,58.0,37.10754370744579
NGC0024_rotmod,0.74,63.4,39.970273954527755
NGC0024_rotmod,0.85,71.9,43.5310659184909
NGC0024_rotmod,0.96,76.4,47.24195698740686
NGC0024_rotmod,1.07,78.1,50.616854900319524
NGC0024_rotmod,1.17,80.5,53.410426884644906
NGC0024_rotmod,1.28,82.8,56.45337279560894
NGC0024_rotmod,1.38,85.6,59.131112791828976
NGC0024_rotmod,1.48,88.0,61.98783187045664
NGC0024_rotmod,1.59,92.0,64.44887120811349
NGC0024_rotmod,1.7,92.4,66.66434204280426
NGC0024_rotmod,1.8,95.1,67.9963271066901
NGC0024_rotmod,1.91,96.5,69.31023373211202
NGC0024_rotmod,2.02,101.0,69.98030079958217
NGC0024_rotmod,2.13,99.9,70.52979583126553
NGC0024_rotmod,2.23,103.0,70.82684378115405
NGC0024_rotmod,2.34,104.0,71.36746597715236
NGC0024_rotmod,2.44,107.0,71.6935066794755
NGC0024_rotmod,2.54,107.0,71.80519549447658
NGC0024_rotmod,2.65,106.0,71.91834884089039
NGC0024_rotmod,2.76,107.0,71.95229600228195
NGC0024_rotmod,7.07,104.0,58.469021712356366
NGC0024_rotmod,8.49,106.0,53.29121597411716
NGC0024_rotmod,9.91,109.0,48.670116087800736
NGC0024_rotmod,11.27,110.0,45.00080999271013
