Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC2955_rotmod,0.75,169.0,171.66523963808163
NGC2955_rotmod,1.55,203.0,236.27881199972205
NGC2955_rotmod,2.3,232.0,267.9236997729017
NGC2955_rotmod,3.06,256.0,298.66169439685433
NGC2955_rotmod,3.85,248.0,314.51692561768436
NGC2955_rotmod,4.61,253.0,321.28695242726553
NGC2955_rotmod,5.36,269.0,322.54609143500716
NGC2955_rotmod,6.12,268.0,322.34353553313275
NGC2955_rotmod,6.91,260.0,322.81550907600456
NGC2955_rotmod,7.66,245.0,324.8590323509568
NGC2955_rotmod,8.42,247.0,322.7920057870083
NGC2955_rotmod,8.86,267.0,319.9504714795714
NGC2955_rotmod,9.21,255.0,317.06720076349745
NGC2955_rotmod,10.82,253.0,304.838569410106
NGC2955_rotmod,11.56,271.0,299.7940506414362
NGC2955_rotmod,12.4,276.0,294.3198712285665
NGC2955_rotmod,14.17,275.0,289.25547687122537
NGC2955_rotmod,16.88,275.0,277.71005923444693
NGC2955_rotmod,19.49,276.0,272.5884731605502
NGC2955_rotmod,22.19,267.0,260.96127279732525
NGC2955_rotmod,24.8,257.0,250.00859365229826
NGC2955_rotmod,27.51,254.0,238.9209538738702
NGC2955_rotmod,30.12,248.0,229.4849916661218
NGC2955_rotmod,35.43,227.0,214.09624494605225
