Galaxy,R_kpc,V_obs_kms,V_baryon_kms
UGC08699_rotmod,0.22,152.0,160.21952877224425
UGC08699_rotmod,0.43,167.0,236.56579000354216
UGC08699_rotmod,0.65,179.0,259.01599680328627
UGC08699_rotmod,0.87,188.0,257.077623685921
UGC08699_rotmod,1.08,195.0,249.4929988997687
UGC08699_rotmod,1.31,199.0,241.26316005557084
UGC08699_rotmod,1.52,202.0,233.36927411293885
UGC08699_rotmod,1.73,202.0,226.42712050458974
UGC08699_rotmod,1.96,202.0,220.82090344892623
UGC08699_rotmod,2.17,200.0,217.12354846952923
UGC08699_rotmod,2.39,196.0,213.47418719835895
UGC08699_rotmod,2.6,193.0,209.89792400116778
UGC08699_rotmod,2.83,189.0,205.00949270704518
UGC08699_rotmod,3.04,184.0,200.10953900301706
UGC08699_rotmod,5.87,170.0,162.91190901834034
UGC08699_rotmod,6.08,172.0,162.5382693398696
UGC08699_rotmod,6.3,174.0,162.264591947843
UGC08699_rotmod,6.52,176.0,162.10694679747687
UGC08699_rotmod,6.74,178.0,161.95453960911377
UGC08699_rotmod,6.95,180.0,161.82498879962887
UGC08699_rotmod,7.16,182.0,161.8676558179552
UGC08699_rotmod,7.39,183.0,162.13741363423804
UGC08699_rotmod,7.6,184.0,162.74782026190087
UGC08699_rotmod,7.82,185.0,163.4943879770801
UGC08699_rotmod,8.03,186.0,164.29279472940985
UGC08699_rotmod,8.26,187.0,165.1931672315777
UGC08699_rotmod,8.47,187.0,165.95244529683796
UGC08699_rotmod,8.68,188.0,166.47301132616062
UGC08699_rotmod,8.91,188.0,166.6550332273226
UGC08699_rotmod,9.53,187.0,164.5720665848248
UGC08699_rotmod,9.78,187.0,163.1909697256561
UGC08699_rotmod,9.99,186.0,161.79603270785103
UGC08699_rotmod,10.21,186.0,160.11504926146074
UGC08699_rotmod,11.46,182.0,150.5040192154349
UGC08699_rotmod,13.39,177.0,138.76951178122664
UGC08699_rotmod,15.21,175.0,130.58522581057935
UGC08699_rotmod,17.13,177.0,123.17099009101128
UGC08699_rotmod,19.06,180.0,116.96217208995394
UGC08699_rotmod,20.99,181.0,111.7354679589252
UGC08699_rotmod,22.92,182.0,107.09559141253202
UGC08699_rotmod,25.7,183.0,100.57363968754436
