Galaxy,R_kpc,V_obs_kms,V_baryon_kms
UGC05716_rotmod,1.03,39.15,21.96538413049041
UGC05716_rotmod,2.07,49.15,28.578148995342577
UGC05716_rotmod,3.09,55.05,29.116155309381078
UGC05716_rotmod,4.13,59.35,29.290742564844614
UGC05716_rotmod,5.16,63.85,30.144611458766555
UGC05716_rotmod,6.2,68.2,30.808662742806607
UGC05716_rotmod,7.23,71.7,32.12236603987944
UGC05716_rotmod,8.26,73.5,33.21544821314323
UGC05716_rotmod,9.28,73.15,33.68776780969615
UGC05716_rotmod,10.34,72.5,33.57484921782971
UGC05716_rotmod,11.4,73.0,32.748522104058374
UGC05716_rotmod,12.37,74.7,31.427200002545565
