Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC4100_rotmod,2.61,120.0,126.30913070716623
NGC4100_rotmod,3.5,148.0,135.4582518711946
NGC4100_rotmod,4.37,168.0,153.08583507300733
NGC4100_rotmod,5.24,182.0,178.7321593894059
NGC4100_rotmod,6.11,190.0,197.8120491780013
NGC4100_rotmod,6.98,194.0,208.15997814181284
NGC4100_rotmod,7.85,195.0,200.25947293449065
NGC4100_rotmod,8.72,193.0,192.80781649092964
NGC4100_rotmod,9.6,192.0,181.98534995982507
NGC4100_rotmod,10.47,192.0,171.5781017496114
NGC4100_rotmod,11.35,191.0,164.22001644135833
NGC4100_rotmod,12.19,189.0,159.81287182201564
NGC4100_rotmod,13.12,185.0,155.1769857291989
NGC4100_rotmod,13.94,182.0,150.1972319984626
NGC4100_rotmod,14.86,179.0,145.1406369698025
NGC4100_rotmod,15.68,176.0,141.12055838891797
NGC4100_rotmod,16.61,174.0,137.16320825935796
NGC4100_rotmod,17.42,178.0,133.94311815095242
NGC4100_rotmod,18.35,177.0,130.27402580714238
NGC4100_rotmod,19.16,169.0,126.88241012843348
NGC4100_rotmod,20.09,158.0,123.20734556023841
NGC4100_rotmod,21.02,158.0,119.88829175528359
NGC4100_rotmod,21.95,158.0,116.87310597395793
NGC4100_rotmod,22.76,159.0,114.21613283595273
