Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC5985_rotmod,3.54,223.0,162.22523046678035
NGC5985_rotmod,4.23,230.0,161.37946244798314
NGC5985_rotmod,4.97,248.0,161.98045067229563
NGC5985_rotmod,5.74,258.0,167.12465377675431
NGC5985_rotmod,6.47,263.0,173.3291951749618
NGC5985_rotmod,7.22,272.0,181.81829775905393
NGC5985_rotmod,8.02,287.0,189.18831702829857
NGC5985_rotmod,8.79,289.0,195.74528423438457
NGC5985_rotmod,9.5,292.0,202.5096306351873
NGC5985_rotmod,10.27,302.0,211.36220239200762
NGC5985_rotmod,11.08,302.0,219.162633676455
NGC5985_rotmod,11.82,304.0,222.8105006502162
NGC5985_rotmod,12.56,303.0,225.30825462019806
NGC5985_rotmod,13.39,305.0,227.93530244347846
NGC5985_rotmod,14.1,300.0,229.88370298914188
NGC5985_rotmod,14.93,295.0,229.79410566853105
NGC5985_rotmod,15.64,294.0,228.80087434273497
NGC5985_rotmod,16.35,290.0,228.586548379383
NGC5985_rotmod,17.18,291.0,228.39280023678504
NGC5985_rotmod,17.89,286.0,226.46672912372804
NGC5985_rotmod,18.72,287.0,222.76641802569793
NGC5985_rotmod,19.44,294.0,220.14586914134907
NGC5985_rotmod,20.26,290.0,218.41150564931326
NGC5985_rotmod,20.98,288.0,216.8708486634384
NGC5985_rotmod,21.69,290.0,215.0673266677205
NGC5985_rotmod,22.52,294.0,212.96798468314432
NGC5985_rotmod,23.23,297.0,211.23158168228537
NGC5985_rotmod,24.06,293.0,209.70541814650377
NGC5985_rotmod,24.77,291.0,208.54097439112533
NGC5985_rotmod,25.95,297.0,207.06655186195573
NGC5985_rotmod,28.92,292.0,202.0065392505896
NGC5985_rotmod,31.76,288.0,193.9015804474012
NGC5985_rotmod,34.72,285.0,189.85884388144788
