Galaxy,R_kpc,V_obs_kms,V_baryon_kms
UGC11557_rotmod,0.33,4.0,22.006537664975834
UGC11557_rotmod,0.99,17.0,47.3813307115788
UGC11557_rotmod,1.76,33.3,59.84185575331033
UGC11557_rotmod,2.42,44.9,71.55795553256115
UGC11557_rotmod,3.19,53.0,81.19579422605582
UGC11557_rotmod,3.85,60.8,84.24494050089893
UGC11557_rotmod,4.62,69.0,87.77736496386754
UGC11557_rotmod,5.28,76.6,91.95699918983871
UGC11557_rotmod,5.94,85.0,95.6163165992081
UGC11557_rotmod,7.04,78.1,96.64741072579234
UGC11557_rotmod,8.8,81.6,94.1119275118728
UGC11557_rotmod,10.56,84.5,85.84306902714977
