Galaxy,R_kpc,V_obs_kms,V_baryon_kms
UGC05721_rotmod,0.09,16.5,16.6754250320644
UGC05721_rotmod,0.27,38.5,32.42834099981064
UGC05721_rotmod,0.45,47.4,40.713056873686114
UGC05721_rotmod,0.63,55.5,44.23539306935115
UGC05721_rotmod,0.81,56.4,45.20808887798731
UGC05721_rotmod,0.99,59.8,45.253977725720425
UGC05721_rotmod,1.17,67.8,46.08581235044035
UGC05721_rotmod,1.35,76.4,45.50434924268228
UGC05721_rotmod,1.53,81.2,44.93766794127172
UGC05721_rotmod,1.71,82.2,44.28921764944601
UGC05721_rotmod,1.89,82.6,43.049629498986405
UGC05721_rotmod,2.07,82.3,40.63814095157405
UGC05721_rotmod,2.25,82.1,38.23119276193198
UGC05721_rotmod,2.67,81.4,35.906680436932625
UGC05721_rotmod,3.15,79.3,34.611698889248416
UGC05721_rotmod,3.61,78.5,33.04658681316423
UGC05721_rotmod,4.04,78.2,31.955026208720277
UGC05721_rotmod,4.49,78.1,31.598824345218922
UGC05721_rotmod,4.93,78.2,31.957855059437264
UGC05721_rotmod,5.38,78.3,32.23958126278938
UGC05721_rotmod,5.86,78.6,31.806477327739394
UGC05721_rotmod,6.28,78.9,31.22251911681695
UGC05721_rotmod,6.74,79.5,30.802120056905174
