Galaxy,R_kpc,V_obs_kms,V_baryon_kms
UGCA281_rotmod,0.09,7.0,4.161249812255928
UGCA281_rotmod,0.25,14.9,12.137825175870676
UGCA281_rotmod,0.41,21.1,17.18056169046868
UGCA281_rotmod,0.58,26.0,19.20213009017489
UGCA281_rotmod,0.74,27.5,19.92919466511379
UGCA281_rotmod,0.9,28.8,19.783541139037773
UGCA281_rotmod,1.08,29.5,19.4359383617051
