Galaxy,R_kpc,V_obs_kms,V_baryon_kms
UGC06614_rotmod,3.23,194.0,251.3879340779903
UGC06614_rotmod,9.18,172.0,196.08156950616242
UGC06614_rotmod,10.64,170.0,189.06445488245535
UGC06614_rotmod,11.58,170.0,186.89985045472886
UGC06614_rotmod,12.52,171.0,186.62679550375395
UGC06614_rotmod,13.57,172.0,189.79747548373766
UGC06614_rotmod,15.76,174.0,189.21760964561412
UGC06614_rotmod,24.94,193.0,156.05275614355548
UGC06614_rotmod,26.3,194.0,151.9520651389773
UGC06614_rotmod,34.96,201.0,134.0679935704268
UGC06614_rotmod,36.84,202.0,130.70529637317685
UGC06614_rotmod,47.38,205.0,121.1683927433223
UGC06614_rotmod,64.59,204.0,110.43460961129894
