Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC3726_rotmod,3.5,102.0,138.23
NGC3726_rotmod,5.24,125.0,163.99
NGC3726_rotmod,6.98,145.0,178.16548515355043
NGC3726_rotmod,8.72,164.0,184.26608695036643
NGC3726_rotmod,10.47,162.0,176.4495451963535
NGC3726_rotmod,12.19,160.0,170.53689395553093
NGC3726_rotmod,13.94,156.0,166.03960551627435
NGC3726_rotmod,16.03,146.0,157.25697758764156
NGC3726_rotmod,22.3,158.0,133.22339509260377
NGC3726_rotmod,27.52,168.0,117.52012125589388
NGC3726_rotmod,30.08,169.0,111.57756046804393
NGC3726_rotmod,32.52,167.0,106.9018287963307
