Galaxy,R_kpc,V_obs_kms,V_baryon_kms
UGC06786_rotmod,0.16,160.0,119.76841570297238
UGC06786_rotmod,0.32,177.0,184.82535026343112
UGC06786_rotmod,0.49,180.0,203.028204198333
UGC06786_rotmod,0.65,180.0,209.84132386162642
UGC06786_rotmod,1.3,182.0,210.60557020173994
UGC06786_rotmod,1.46,183.0,209.1519036489986
UGC06786_rotmod,1.62,184.0,207.74576722523136
UGC06786_rotmod,3.72,206.0,194.3772684755087
UGC06786_rotmod,3.89,207.0,194.830996763862
UGC06786_rotmod,4.05,209.0,195.33497920239478
UGC06786_rotmod,4.22,210.0,196.46688804986962
UGC06786_rotmod,4.26,210.0,196.80898810775895
UGC06786_rotmod,4.38,211.0,197.92224584416982
UGC06786_rotmod,4.54,213.0,199.82620774062644
UGC06786_rotmod,4.71,214.0,202.45839696095592
UGC06786_rotmod,4.86,215.0,204.75574985821524
UGC06786_rotmod,5.02,215.0,206.8365780030215
UGC06786_rotmod,5.18,216.0,208.2440380899295
UGC06786_rotmod,5.35,217.0,209.28538792758565
UGC06786_rotmod,5.51,217.0,209.74189233436414
UGC06786_rotmod,5.68,218.0,209.6285183366042
UGC06786_rotmod,5.84,218.0,209.27768610150486
UGC06786_rotmod,6.0,219.0,208.8165235320232
UGC06786_rotmod,6.15,219.0,208.45248523344594
UGC06786_rotmod,6.48,219.0,207.72300450359367
UGC06786_rotmod,6.64,219.0,207.17199569439882
UGC06786_rotmod,6.81,220.0,206.42093135144992
UGC06786_rotmod,7.1,220.0,204.9190928147009
UGC06786_rotmod,7.13,220.0,204.70478182006397
UGC06786_rotmod,8.52,220.0,190.37475620470272
UGC06786_rotmod,10.66,225.0,175.40010547317237
UGC06786_rotmod,11.99,228.0,168.64160162901678
UGC06786_rotmod,12.1,228.0,168.13082168359256
UGC06786_rotmod,12.33,228.0,167.0670721596569
UGC06786_rotmod,12.78,229.0,165.1005254382917
UGC06786_rotmod,14.93,228.0,155.99560378420927
UGC06786_rotmod,17.08,226.0,147.20910501731882
UGC06786_rotmod,19.23,226.0,139.20568702463274
UGC06786_rotmod,21.27,227.0,131.92098582105882
UGC06786_rotmod,23.42,227.0,126.10456494512798
UGC06786_rotmod,25.57,224.0,120.25872691825738
UGC06786_rotmod,27.72,218.0,114.68178364500615
UGC06786_rotmod,29.87,215.0,110.04266490775294
UGC06786_rotmod,32.02,219.0,105.96088995473755
UGC06786_rotmod,34.05,211.0,102.602132531444
