Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC5005_rotmod,0.49,211.0,253.26089986415195
NGC5005_rotmod,0.98,233.0,311.76855325705964
NGC5005_rotmod,1.47,227.0,310.74284770530113
NGC5005_rotmod,1.97,234.0,307.98007938826174
NGC5005_rotmod,2.46,245.0,315.6951170037319
NGC5005_rotmod,2.95,244.0,322.10372133832914
NGC5005_rotmod,3.44,261.0,326.41823846102716
NGC5005_rotmod,3.93,259.0,323.32238075951375
NGC5005_rotmod,4.42,258.0,318.52763459392344
NGC5005_rotmod,4.92,258.0,316.54207761370367
NGC5005_rotmod,5.74,261.0,314.6649637312677
NGC5005_rotmod,6.56,263.0,312.9960092397346
NGC5005_rotmod,7.37,264.0,307.59458008879153
NGC5005_rotmod,8.19,265.0,303.57078268502715
NGC5005_rotmod,9.01,265.0,300.3589103056542
NGC5005_rotmod,9.83,264.0,294.2116539160201
NGC5005_rotmod,10.65,264.0,284.93698355952324
NGC5005_rotmod,11.47,265.0,274.56662306260023
