Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC4214_rotmod,0.21,55.5,32.74993282435858
NGC4214_rotmod,0.63,63.2,54.039365281246596
NGC4214_rotmod,1.04,66.6,59.570483462869426
NGC4214_rotmod,1.46,70.5,59.378737777086506
NGC4214_rotmod,1.88,76.1,56.25591879971387
NGC4214_rotmod,2.3,78.8,51.41805616707034
NGC4214_rotmod,2.71,80.1,47.88102860215098
NGC4214_rotmod,3.14,80.1,44.33209334105486
NGC4214_rotmod,3.55,80.1,41.38472785944109
NGC4214_rotmod,3.96,80.4,39.09139291455345
NGC4214_rotmod,4.38,80.1,37.145391369589845
NGC4214_rotmod,4.8,80.4,35.52926962379047
NGC4214_rotmod,5.22,80.6,34.139258925758774
NGC4214_rotmod,5.63,80.6,33.28091495136515
