Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC0100_rotmod,0.23,6.81,9.708166665236027
NGC0100_rotmod,0.69,20.0,23.848224252551802
NGC0100_rotmod,1.15,33.0,34.888313229504234
NGC0100_rotmod,1.59,42.7,41.9519844584258
NGC0100_rotmod,2.05,49.9,46.864233696925
NGC0100_rotmod,2.51,55.5,50.432261499956546
NGC0100_rotmod,2.97,61.9,53.637107490989855
NGC0100_rotmod,3.42,67.9,56.00903944900323
NGC0100_rotmod,3.88,73.1,56.365657097207695
NGC0100_rotmod,4.34,76.1,55.843868956224725
NGC0100_rotmod,4.79,77.8,55.34125766550666
NGC0100_rotmod,5.24,79.0,54.778101463997444
NGC0100_rotmod,5.7,78.5,53.48360496451226
NGC0100_rotmod,6.16,79.8,52.07020261147444
NGC0100_rotmod,7.16,83.4,49.460630808755354
NGC0100_rotmod,7.52,84.6,48.679001633147735
NGC0100_rotmod,7.98,86.1,47.76544462265583
NGC0100_rotmod,8.44,87.5,47.0189855271251
NGC0100_rotmod,8.9,89.0,46.33471376840478
NGC0100_rotmod,9.35,90.4,45.752136562132264
NGC0100_rotmod,9.62,91.2,45.579285865401616
