Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC4157_rotmod,1.74,96.4,148.01974530446944
NGC4157_rotmod,3.5,157.0,223.45501605468607
NGC4157_rotmod,5.24,192.0,242.04169165662347
NGC4157_rotmod,6.98,201.0,249.95191117492982
NGC4157_rotmod,8.72,201.0,254.82678999665637
NGC4157_rotmod,10.47,194.0,236.26904007931296
NGC4157_rotmod,12.19,190.0,216.51426142404569
NGC4157_rotmod,13.94,186.0,200.76317814778687
NGC4157_rotmod,15.68,184.0,187.18058499748312
NGC4157_rotmod,17.42,182.0,178.4644572456936
NGC4157_rotmod,19.16,181.0,169.2039024372665
NGC4157_rotmod,20.9,183.0,160.23210695737606
NGC4157_rotmod,22.65,185.0,155.37222821341015
NGC4157_rotmod,24.39,186.0,148.94688281397498
NGC4157_rotmod,26.13,186.0,142.9520678409375
NGC4157_rotmod,27.87,184.0,137.6566522184816
NGC4157_rotmod,29.61,185.0,133.0775987910813
