Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC6503_rotmod,0.76,77.0,70.83530193342865
NGC6503_rotmod,1.52,100.0,123.40548326553403
NGC6503_rotmod,2.28,110.0,142.97079422035816
NGC6503_rotmod,3.04,118.0,134.99256572122775
NGC6503_rotmod,3.79,121.0,122.69842460276334
NGC6503_rotmod,4.55,121.0,112.50506344160692
NGC6503_rotmod,5.31,117.0,104.7111999740238
NGC6503_rotmod,6.07,116.0,98.53863455518349
NGC6503_rotmod,6.83,116.0,94.18041463064388
NGC6503_rotmod,7.59,116.0,90.25752046228614
NGC6503_rotmod,8.35,115.0,86.31307316971167
NGC6503_rotmod,9.11,115.0,83.09718888145375
NGC6503_rotmod,9.86,116.0,80.72670995401708
NGC6503_rotmod,10.64,117.0,78.42757168241282
NGC6503_rotmod,11.38,117.0,76.21124851358886
NGC6503_rotmod,12.12,118.0,74.33513570311149
NGC6503_rotmod,12.86,117.0,72.70253434372148
NGC6503_rotmod,13.7,116.0,70.9239959393152
NGC6503_rotmod,14.44,115.0,69.24992490970658
NGC6503_rotmod,15.18,117.0,67.61154487215921
NGC6503_rotmod,15.91,116.0,66.1582292689277
NGC6503_rotmod,16.65,115.0,64.9537635553168
NGC6503_rotmod,17.49,115.0,63.544927413602416
NGC6503_rotmod,18.23,115.0,62.27002890636875
NGC6503_rotmod,18.97,114.0,60.955249978980476
NGC6503_rotmod,19.71,115.0,59.846316511544806
NGC6503_rotmod,20.45,114.0,58.841394443027944
NGC6503_rotmod,21.29,116.0,57.78012287975857
NGC6503_rotmod,22.03,115.0,56.82944659241368
NGC6503_rotmod,22.76,118.0,55.95005808754804
NGC6503_rotmod,23.5,115.0,55.03340530986612
