Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC3521_rotmod,0.51,143.0,195.69574139464558
NGC3521_rotmod,0.69,160.0,213.4176450062178
NGC3521_rotmod,0.86,178.0,228.71405050848975
NGC3521_rotmod,1.03,188.0,242.42266436948506
NGC3521_rotmod,1.2,187.0,245.13602693198732
NGC3521_rotmod,1.38,195.0,248.24868358160535
NGC3521_rotmod,1.55,199.0,251.93221092190655
NGC3521_rotmod,1.71,203.0,258.53466962865934
NGC3521_rotmod,1.89,206.0,263.10820758767676
NGC3521_rotmod,2.06,211.0,270.433106331307
NGC3521_rotmod,2.23,219.0,275.2798803036648
NGC3521_rotmod,2.41,216.0,277.0156466700031
NGC3521_rotmod,2.58,214.0,274.7545495528691
NGC3521_rotmod,2.75,213.0,274.28712911837476
NGC3521_rotmod,2.92,210.0,273.9827156957168
NGC3521_rotmod,3.09,214.0,275.4598253829404
NGC3521_rotmod,3.26,213.0,276.5026614700119
NGC3521_rotmod,3.43,212.0,278.5494842931862
NGC3521_rotmod,3.61,215.0,278.9803234997049
NGC3521_rotmod,3.78,217.0,280.9802373833434
NGC3521_rotmod,3.95,219.0,281.95594992835316
NGC3521_rotmod,4.12,220.0,283.04650995905246
NGC3521_rotmod,4.29,218.0,281.91535502700094
NGC3521_rotmod,4.46,220.0,280.3560295410106
NGC3521_rotmod,4.64,220.0,276.81309163404825
NGC3521_rotmod,4.81,216.0,273.04675295633893
NGC3521_rotmod,4.98,220.0,268.87487219894683
NGC3521_rotmod,5.15,218.0,265.3001162834272
NGC3521_rotmod,5.32,213.0,261.62621925181736
NGC3521_rotmod,5.49,215.0,258.24417844358084
NGC3521_rotmod,5.67,216.0,254.88821235985003
NGC3521_rotmod,5.84,208.0,251.99182149426994
NGC3521_rotmod,6.01,212.0,249.21392778093283
NGC3521_rotmod,6.19,213.0,246.64670522834882
NGC3521_rotmod,6.35,216.0,244.3689607949422
NGC3521_rotmod,6.64,210.0,239.98618564409077
NGC3521_rotmod,8.82,210.0,212.5465205549129
NGC3521_rotmod,11.07,210.0,193.00216605002134
NGC3521_rotmod,13.32,206.0,178.05134905414224
NGC3521_rotmod,15.49,206.0,165.6500172049493
NGC3521_rotmod,17.74,206.0,153.31091709333683
