Galaxy,R_kpc,V_obs_kms,V_baryon_kms
UGC06446_rotmod,0.58,31.3,21.35
UGC06446_rotmod,1.16,54.8,29.4885079310568
UGC06446_rotmod,1.74,61.1,31.413888648175988
UGC06446_rotmod,2.33,63.9,32.670760627815206
UGC06446_rotmod,2.91,67.2,34.72825074777018
UGC06446_rotmod,3.49,70.4,36.15733673820571
UGC06446_rotmod,4.07,73.7,35.609248798591636
UGC06446_rotmod,4.65,78.0,36.53607805991223
UGC06446_rotmod,5.23,80.8,37.871374413929054
UGC06446_rotmod,5.81,80.5,38.62137361617269
UGC06446_rotmod,6.4,81.3,39.96379611598478
UGC06446_rotmod,6.98,82.1,41.10837505910444
UGC06446_rotmod,7.62,82.8,42.492103972385266
UGC06446_rotmod,8.28,84.9,42.225225872693684
UGC06446_rotmod,8.9,84.3,39.69073569486965
UGC06446_rotmod,9.52,83.2,39.44768307518199
UGC06446_rotmod,10.22,80.1,39.51848681313595
