Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC3741_rotmod,0.23,13.1,11.855905701379376
NGC3741_rotmod,0.47,17.3,14.670272662769428
NGC3741_rotmod,0.7,23.6,14.647337642042666
NGC3741_rotmod,0.93,26.2,14.253592529604598
NGC3741_rotmod,1.17,27.4,13.660179354605853
NGC3741_rotmod,1.4,26.9,13.13864528785217
NGC3741_rotmod,1.64,27.4,12.815030237966667
NGC3741_rotmod,1.87,31.0,12.514415687518136
NGC3741_rotmod,2.1,32.5,12.28639084515872
NGC3741_rotmod,2.33,33.0,12.42145321610962
NGC3741_rotmod,2.57,36.5,12.700744072691176
NGC3741_rotmod,2.8,38.9,13.079097828214298
NGC3741_rotmod,3.26,41.5,13.46596079008104
NGC3741_rotmod,3.73,42.7,13.656430719628025
NGC3741_rotmod,4.21,44.7,14.191166266378533
NGC3741_rotmod,4.67,46.7,14.474480992422492
NGC3741_rotmod,5.14,48.5,14.680776546218526
NGC3741_rotmod,5.61,50.0,14.612888147111782
NGC3741_rotmod,6.07,50.2,14.46167694287215
NGC3741_rotmod,6.54,50.1,14.21290258884511
NGC3741_rotmod,7.0,51.6,13.967648334633859
