Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC0289_rotmod,1.5,164.0,179.09160253903588
NGC0289_rotmod,2.52,194.0,226.56021208499962
NGC0289_rotmod,3.46,175.0,215.95866502643509
NGC0289_rotmod,4.32,185.0,220.8040361949935
NGC0289_rotmod,5.43,175.0,221.74119058037007
NGC0289_rotmod,6.38,167.0,211.6230906588409
NGC0289_rotmod,7.57,176.0,198.1970749027341
NGC0289_rotmod,10.6,185.0,172.25934691621237
NGC0289_rotmod,13.57,183.0,155.24711269456833
NGC0289_rotmod,16.64,172.0,141.59267283302478
NGC0289_rotmod,19.71,161.0,133.93203537615636
NGC0289_rotmod,22.68,156.0,129.36017045443313
NGC0289_rotmod,25.75,159.0,124.3006580835355
NGC0289_rotmod,28.72,173.0,119.3810843475632
NGC0289_rotmod,31.79,177.0,117.49064728734795
NGC0289_rotmod,34.77,179.0,116.4486861239748
NGC0289_rotmod,37.84,181.0,114.11060774529247
NGC0289_rotmod,40.81,182.0,112.0091469479167
NGC0289_rotmod,43.88,182.0,109.13897287403799
NGC0289_rotmod,46.85,180.0,106.22992280897131
NGC0289_rotmod,49.92,177.0,103.42093598493489
NGC0289_rotmod,52.99,175.0,100.98560392451985
NGC0289_rotmod,55.96,172.0,98.82918445479554
NGC0289_rotmod,59.03,168.0,96.14250308786431
NGC0289_rotmod,62.0,158.0,92.94922592469504
NGC0289_rotmod,65.07,158.0,89.9053574599423
NGC0289_rotmod,68.05,166.0,87.43021274136304
NGC0289_rotmod,71.12,165.0,85.06170231073442
