Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC5033_rotmod,0.76,206.0,293.26491726764726
NGC5033_rotmod,2.28,214.0,305.63274333748996
NGC5033_rotmod,3.8,222.0,291.5613379719609
NGC5033_rotmod,5.33,224.0,265.0912940856414
NGC5033_rotmod,6.85,225.0,242.5768630764278
NGC5033_rotmod,8.0,222.0,225.66939890024966
NGC5033_rotmod,10.28,220.0,207.09196266393346
NGC5033_rotmod,12.56,218.0,194.36910608427462
NGC5033_rotmod,14.91,219.0,181.81832773403235
NGC5033_rotmod,17.15,217.0,172.28998403853893
NGC5033_rotmod,19.39,218.0,165.44958416387755
NGC5033_rotmod,21.64,220.0,162.6175291904289
NGC5033_rotmod,24.01,222.0,157.69015853882573
NGC5033_rotmod,26.25,218.0,151.45934437993586
NGC5033_rotmod,28.5,217.0,145.01530712307581
NGC5033_rotmod,30.87,207.0,138.6575309891244
NGC5033_rotmod,33.12,199.0,133.5503968545208
NGC5033_rotmod,35.36,191.0,128.57699833173893
NGC5033_rotmod,37.73,193.0,124.0373290586346
NGC5033_rotmod,39.98,192.0,120.21759147479207
NGC5033_rotmod,42.22,194.0,116.79097824746567
NGC5033_rotmod,44.59,196.0,113.46365453307064
