Galaxy,R_kpc,V_obs_kms,V_baryon_kms
UGC03580_rotmod,0.11,56.2,45.34044882883274
UGC03580_rotmod,0.23,64.6,78.35134395784159
UGC03580_rotmod,0.34,70.2,94.43961298099437
UGC03580_rotmod,0.46,71.6,103.80518965832104
UGC03580_rotmod,0.57,71.0,107.25072354068294
UGC03580_rotmod,0.69,69.0,110.7178490578642
UGC03580_rotmod,0.8,67.7,114.0480078738774
UGC03580_rotmod,0.92,66.9,116.95687795080715
UGC03580_rotmod,1.03,66.6,119.69173112625616
UGC03580_rotmod,1.14,66.8,121.21700994497431
UGC03580_rotmod,1.26,67.4,122.24362151049027
UGC03580_rotmod,1.37,68.3,122.52723248323207
UGC03580_rotmod,1.49,69.6,122.19925081603405
UGC03580_rotmod,1.61,71.2,121.80558484732956
UGC03580_rotmod,1.71,72.9,121.44161601362194
UGC03580_rotmod,1.83,74.9,120.87195125420952
UGC03580_rotmod,1.94,77.0,120.12965412420033
UGC03580_rotmod,2.06,79.2,119.32065160733912
UGC03580_rotmod,2.18,81.4,118.69413338493187
UGC03580_rotmod,2.29,83.6,118.50541000308804
UGC03580_rotmod,2.4,85.7,118.51118596993282
UGC03580_rotmod,2.52,87.8,118.53142241616777
UGC03580_rotmod,2.63,89.7,118.43696298031287
UGC03580_rotmod,2.75,91.4,118.05003939008238
UGC03580_rotmod,2.86,92.8,117.54011868294161
UGC03580_rotmod,2.98,94.1,116.8798827857044
UGC03580_rotmod,3.09,95.2,116.15501754121514
UGC03580_rotmod,3.2,96.1,115.38710543210622
UGC03580_rotmod,4.52,97.4,105.91972148754924
UGC03580_rotmod,4.69,96.9,104.8653660652553
UGC03580_rotmod,6.03,96.8,97.3833897541054
UGC03580_rotmod,7.53,105.0,91.89041190461603
UGC03580_rotmod,8.58,110.0,88.2552310064395
UGC03580_rotmod,8.7,110.0,87.93692910262445
UGC03580_rotmod,8.82,110.0,87.60347538768083
UGC03580_rotmod,9.03,111.0,87.01480161443799
UGC03580_rotmod,9.05,111.0,86.94733635943082
UGC03580_rotmod,10.53,112.0,83.46176969127842
UGC03580_rotmod,12.07,112.0,80.59346003243688
UGC03580_rotmod,13.58,114.0,77.67316911263502
UGC03580_rotmod,15.09,118.0,74.91963827995968
UGC03580_rotmod,16.6,122.0,72.460632070111
UGC03580_rotmod,18.11,125.0,70.3169460372107
UGC03580_rotmod,19.62,128.0,68.33899106659389
UGC03580_rotmod,21.02,131.0,66.50168945222369
UGC03580_rotmod,24.04,127.0,61.89321368292326
UGC03580_rotmod,27.06,124.0,58.122025085160274
