Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC1705_rotmod,0.22,50.2,33.71174869389009
NGC1705_rotmod,0.66,62.2,46.8263173867004
NGC1705_rotmod,1.11,72.4,46.98283622771192
NGC1705_rotmod,1.55,73.2,43.03558178995608
NGC1705_rotmod,2.0,72.9,39.2542851164048
NGC1705_rotmod,2.45,72.6,35.70664503982417
NGC1705_rotmod,2.89,71.5,32.71683358761969
NGC1705_rotmod,3.34,71.1,30.257754378010276
NGC1705_rotmod,3.78,71.4,28.287559102898925
NGC1705_rotmod,4.22,71.5,26.962677908546105
NGC1705_rotmod,4.66,71.5,25.910028946336592
NGC1705_rotmod,5.11,71.3,25.06134872667471
NGC1705_rotmod,5.56,71.8,24.290327292978166
NGC1705_rotmod,6.0,71.5,24.13896642360646
