Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC3109_rotmod,0.26,6.1,2.9543865691544156
NGC3109_rotmod,0.52,11.2,5.183367631183419
NGC3109_rotmod,0.77,14.9,8.337919404743607
NGC3109_rotmod,1.03,19.1,10.796281767349349
NGC3109_rotmod,1.29,24.3,13.437458837146258
NGC3109_rotmod,1.55,29.8,15.445452405157967
NGC3109_rotmod,1.81,34.3,17.185648082047997
NGC3109_rotmod,2.06,38.2,18.606947627163354
NGC3109_rotmod,2.32,42.5,19.41014425500233
NGC3109_rotmod,2.58,42.3,19.925523832511907
NGC3109_rotmod,2.84,47.3,20.371283710164168
NGC3109_rotmod,3.1,49.3,21.007124981777014
NGC3109_rotmod,3.35,50.6,21.805249367984764
NGC3109_rotmod,3.61,53.0,22.375873167320194
NGC3109_rotmod,3.87,54.7,22.048351412293847
NGC3109_rotmod,4.13,55.2,21.682296926294505
NGC3109_rotmod,4.38,57.5,21.84745522938541
NGC3109_rotmod,4.64,59.1,22.167769396130048
NGC3109_rotmod,4.9,61.2,22.542309109760694
NGC3109_rotmod,5.16,62.7,22.8807386244413
NGC3109_rotmod,5.42,64.4,23.360104879901545
NGC3109_rotmod,5.67,66.6,23.837157968180687
NGC3109_rotmod,5.93,66.3,23.850670850103985
NGC3109_rotmod,6.19,66.2,23.461615460151076
NGC3109_rotmod,6.45,67.3,23.151943762889545
