Galaxy,R_kpc,V_obs_kms,V_baryon_kms
DDO170_rotmod,1.87,27.7,20.154862936770375
DDO170_rotmod,3.36,42.4,24.84285410334328
DDO170_rotmod,4.86,52.5,28.66272317837229
DDO170_rotmod,6.35,55.6,31.195207965326983
DDO170_rotmod,7.85,58.6,32.79981249946408
DDO170_rotmod,9.34,59.0,32.63231680405178
DDO170_rotmod,10.83,60.0,31.212744192076414
DDO170_rotmod,12.33,62.2,29.074217100379503
