Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC1003_rotmod,1.25,47.0,57.01686504886076
NGC1003_rotmod,2.08,59.5,64.91441904538621
NGC1003_rotmod,2.9,71.6,75.68595774646707
NGC1003_rotmod,3.73,77.6,79.09558584396477
NGC1003_rotmod,4.56,83.4,81.36574770749667
NGC1003_rotmod,5.39,89.7,81.69283750733598
NGC1003_rotmod,6.22,93.8,76.49868495601739
NGC1003_rotmod,7.04,99.0,73.41334006840991
NGC1003_rotmod,7.87,103.0,71.27428287959128
NGC1003_rotmod,8.7,100.0,68.96441111181912
NGC1003_rotmod,9.54,98.3,66.5529278093759
NGC1003_rotmod,10.34,98.4,63.969531810073455
NGC1003_rotmod,11.21,94.5,62.062430664613835
NGC1003_rotmod,11.98,94.9,60.79630416398681
NGC1003_rotmod,12.85,95.3,59.46779380471416
NGC1003_rotmod,13.72,96.9,58.21111405908669
NGC1003_rotmod,14.49,97.2,57.09418359167596
NGC1003_rotmod,15.36,100.0,55.8984373663522
NGC1003_rotmod,16.13,104.0,54.746004420414096
NGC1003_rotmod,17.0,104.0,54.151558610994755
NGC1003_rotmod,17.78,105.0,52.60509195885889
NGC1003_rotmod,18.65,109.0,51.33711035888171
NGC1003_rotmod,19.52,110.0,49.46464191723215
NGC1003_rotmod,20.29,107.0,48.5232336103026
NGC1003_rotmod,21.16,106.0,47.603177414958346
NGC1003_rotmod,21.93,106.0,46.378116606865355
NGC1003_rotmod,22.8,108.0,45.25024861810154
NGC1003_rotmod,23.67,109.0,43.86181596787802
NGC1003_rotmod,24.44,110.0,43.73600004572892
NGC1003_rotmod,25.31,110.0,42.9900569899599
NGC1003_rotmod,26.08,110.0,42.2120835780467
NGC1003_rotmod,26.95,113.0,42.72483352805485
NGC1003_rotmod,27.73,114.0,44.93768129309744
NGC1003_rotmod,28.6,112.0,45.24908949360197
NGC1003_rotmod,29.47,113.0,46.95979663499406
NGC1003_rotmod,30.24,115.0,48.82695362194943
