Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC2366_rotmod,0.12,4.2,3.9766946073340863
NGC2366_rotmod,0.36,9.41,11.2125331660602
NGC2366_rotmod,0.59,15.3,15.973956929953205
NGC2366_rotmod,0.83,18.4,20.121095894607727
NGC2366_rotmod,1.07,23.4,23.16136869876217
NGC2366_rotmod,1.31,28.1,25.26232372526328
NGC2366_rotmod,1.54,33.1,26.190007636501367
NGC2366_rotmod,1.79,37.5,27.402541852901166
NGC2366_rotmod,2.02,40.5,28.573597953355474
NGC2366_rotmod,2.26,42.3,29.2724460884293
NGC2366_rotmod,2.49,45.2,29.29297697401205
NGC2366_rotmod,2.74,47.4,29.382499893644177
NGC2366_rotmod,2.97,48.1,29.722188681185642
NGC2366_rotmod,3.21,48.8,30.02493796829562
NGC2366_rotmod,3.44,50.7,30.246540298024172
NGC2366_rotmod,3.69,52.1,30.32618835264333
NGC2366_rotmod,3.92,53.0,30.403040966324404
NGC2366_rotmod,4.16,53.7,30.251112376241636
NGC2366_rotmod,4.4,51.2,30.131891742803006
NGC2366_rotmod,4.64,51.6,30.052196259175467
NGC2366_rotmod,4.87,51.5,30.262597376960226
NGC2366_rotmod,5.11,50.4,30.41193351301426
NGC2366_rotmod,5.35,48.5,30.312588144201744
NGC2366_rotmod,5.59,50.0,30.05508609204106
NGC2366_rotmod,5.82,49.0,29.636605743573266
NGC2366_rotmod,6.06,49.4,29.396416448267974
