Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC0300_rotmod,0.91,33.1,31.52
NGC0300_rotmod,1.36,46.7,37.5
NGC0300_rotmod,1.82,53.9,42.04
NGC0300_rotmod,2.27,58.8,46.24851565185633
NGC0300_rotmod,2.72,65.6,48.932779401951
NGC0300_rotmod,3.17,70.8,50.480419966557335
NGC0300_rotmod,3.63,82.1,51.177405170641464
NGC0300_rotmod,4.08,84.1,51.47697155039329
NGC0300_rotmod,4.54,83.4,51.799151537452815
NGC0300_rotmod,4.99,81.5,51.50248537692138
NGC0300_rotmod,5.45,80.8,50.89250828953118
NGC0300_rotmod,5.9,82.8,50.53640272120681
NGC0300_rotmod,6.36,88.2,51.20557098597769
NGC0300_rotmod,6.81,88.5,51.959603539673004
NGC0300_rotmod,7.26,88.4,52.38436885178631
NGC0300_rotmod,7.71,88.2,52.05041594454361
NGC0300_rotmod,8.17,89.5,50.88195849218071
NGC0300_rotmod,8.62,89.7,49.48285056461481
NGC0300_rotmod,9.07,93.7,48.335640059897834
NGC0300_rotmod,9.53,97.0,47.357530552173
NGC0300_rotmod,9.96,96.2,46.003069462808675
NGC0300_rotmod,10.45,94.8,44.57645118221055
NGC0300_rotmod,10.93,92.5,43.25441942738337
NGC0300_rotmod,11.32,92.8,42.18011142706951
NGC0300_rotmod,11.8,93.5,41.36379697271516
