Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC4217_rotmod,0.87,47.8,155.09683878145293
NGC4217_rotmod,1.74,98.9,221.59797517125466
NGC4217_rotmod,2.61,146.0,265.3417705526214
NGC4217_rotmod,3.5,164.0,282.45307734206045
NGC4217_rotmod,4.37,174.0,267.8266355312705
NGC4217_rotmod,5.24,175.0,252.57150472687928
NGC4217_rotmod,6.11,184.0,241.4189572092465
NGC4217_rotmod,6.98,185.0,232.1071829995789
NGC4217_rotmod,7.85,188.0,226.30387645818178
NGC4217_rotmod,8.72,190.0,214.35561550843494
NGC4217_rotmod,9.6,191.0,202.895067214558
NGC4217_rotmod,10.47,191.0,193.92178294353627
NGC4217_rotmod,11.35,189.0,186.4135644206183
NGC4217_rotmod,12.19,186.0,179.86236599133238
NGC4217_rotmod,13.12,183.0,173.38110075783922
NGC4217_rotmod,13.94,179.0,167.96668270820854
NGC4217_rotmod,14.86,177.0,162.50788073198174
NGC4217_rotmod,15.79,177.0,157.72768495099393
NGC4217_rotmod,16.72,178.0,153.66406020927602
