Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC4183_rotmod,0.87,47.1,39.23971967280092
NGC4183_rotmod,1.74,65.9,49.12124591253768
NGC4183_rotmod,2.61,76.1,58.009813824903794
NGC4183_rotmod,3.5,85.7,61.092308026461076
NGC4183_rotmod,4.37,96.6,67.8220355046942
NGC4183_rotmod,5.24,99.3,72.29271747555214
NGC4183_rotmod,6.11,103.0,76.5028267451602
NGC4183_rotmod,6.98,107.0,80.57107421401305
NGC4183_rotmod,7.85,111.0,84.3596692738894
NGC4183_rotmod,8.72,114.0,87.84098929315404
NGC4183_rotmod,9.6,115.0,86.74577396046449
NGC4183_rotmod,10.47,111.0,83.76407344440693
NGC4183_rotmod,11.35,110.0,82.28385625382418
NGC4183_rotmod,12.31,111.0,78.263417380025
NGC4183_rotmod,13.12,109.0,75.16619253361182
NGC4183_rotmod,14.05,108.0,72.77158373980876
NGC4183_rotmod,14.98,109.0,71.43252550484269
NGC4183_rotmod,16.03,111.0,69.33238781406565
NGC4183_rotmod,16.95,110.0,67.05411098508428
NGC4183_rotmod,17.88,109.0,66.11756952580758
NGC4183_rotmod,18.93,110.0,64.36052516877095
NGC4183_rotmod,19.97,112.0,62.498730387104665
NGC4183_rotmod,21.02,113.0,61.12805738774953
