Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC0891_rotmod,0.92,234.0,282.470193294797
NGC0891_rotmod,2.32,192.0,337.04054489037367
NGC0891_rotmod,3.24,212.0,361.794746506911
NGC0891_rotmod,4.17,223.0,341.5190753091253
NGC0891_rotmod,5.1,222.0,320.16260962204814
NGC0891_rotmod,6.03,224.0,303.9158865541583
NGC0891_rotmod,6.96,224.0,292.53925206713717
NGC0891_rotmod,7.89,226.0,279.5277132951221
NGC0891_rotmod,8.8,226.0,272.4550724431461
NGC0891_rotmod,9.73,227.0,259.2850338912757
NGC0891_rotmod,10.64,227.0,249.55605502571962
NGC0891_rotmod,11.58,224.0,242.12093837584558
NGC0891_rotmod,12.52,220.0,232.08317323752706
NGC0891_rotmod,13.46,218.0,226.8497178750725
NGC0891_rotmod,14.4,217.0,220.0504189952839
NGC0891_rotmod,15.33,216.0,212.87548966473335
NGC0891_rotmod,16.27,210.0,206.4204493261266
NGC0891_rotmod,17.11,208.0,200.283838838784
