Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC5907_rotmod,5.03,214.0,178.85
NGC5907_rotmod,7.55,220.0,207.41
NGC5907_rotmod,10.07,235.0,227.06
NGC5907_rotmod,12.58,235.0,233.42476518141774
NGC5907_rotmod,15.1,230.0,225.95672019216423
NGC5907_rotmod,17.61,231.0,219.46474090386363
NGC5907_rotmod,20.13,232.0,213.16109518390076
NGC5907_rotmod,22.65,225.0,205.51178384705827
NGC5907_rotmod,25.16,224.0,194.09483274935477
NGC5907_rotmod,27.68,229.0,186.069371203323
NGC5907_rotmod,30.2,218.0,181.25520378736718
NGC5907_rotmod,32.71,214.0,173.52426141609132
NGC5907_rotmod,35.23,213.0,168.5508306120145
NGC5907_rotmod,37.75,211.0,161.72561516346136
NGC5907_rotmod,40.26,217.0,157.09772913699294
NGC5907_rotmod,42.78,216.0,151.50150527305001
NGC5907_rotmod,45.29,215.0,147.28132060787615
NGC5907_rotmod,47.81,217.0,143.35281824924127
NGC5907_rotmod,50.33,214.0,141.04020455175183
