Galaxy,R_kpc,V_obs_kms,V_baryon_kms
UGC04278_rotmod,0.14,5.23,4.427561405559499
UGC04278_rotmod,0.42,15.4,11.342332211674986
UGC04278_rotmod,0.69,24.4,17.989469141695093
UGC04278_rotmod,0.97,32.1,24.06953676330311
UGC04278_rotmod,1.25,34.6,28.4357873110628
UGC04278_rotmod,1.52,37.9,30.751463379813327
UGC04278_rotmod,1.8,40.5,32.047341543410425
UGC04278_rotmod,2.07,43.0,32.20996740141163
UGC04278_rotmod,2.35,45.1,32.03655724324947
UGC04278_rotmod,2.63,45.6,31.787168794971343
UGC04278_rotmod,2.91,49.2,32.33041911265612
UGC04278_rotmod,3.19,50.3,33.2174532437392
UGC04278_rotmod,3.46,53.7,34.20640437111156
UGC04278_rotmod,3.74,58.0,34.94243981178189
UGC04278_rotmod,4.01,64.4,35.24025113417894
UGC04278_rotmod,4.29,67.5,35.66106139755237
UGC04278_rotmod,4.57,71.3,35.604461799049844
UGC04278_rotmod,4.85,75.6,35.01839802161144
UGC04278_rotmod,5.13,80.0,36.532222762925336
UGC04278_rotmod,5.4,82.8,39.15585524541636
UGC04278_rotmod,5.68,84.8,42.6416228584232
UGC04278_rotmod,5.86,86.3,44.694300531499536
UGC04278_rotmod,6.36,90.2,50.74600476884855
UGC04278_rotmod,6.51,91.3,52.11115043826993
UGC04278_rotmod,6.69,92.8,51.48213282295131
