Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC5585_rotmod,0.09,11.2,12.724024520567383
NGC5585_rotmod,0.26,26.5,26.957099250475746
NGC5585_rotmod,0.43,33.7,35.37620103968204
NGC5585_rotmod,0.6,32.7,40.09318395937145
NGC5585_rotmod,0.77,33.7,43.35642628261697
NGC5585_rotmod,0.94,35.7,45.987226487362776
NGC5585_rotmod,1.11,37.8,48.23320951377795
NGC5585_rotmod,1.28,41.8,49.1807197995312
NGC5585_rotmod,1.46,43.9,50.441865548371624
NGC5585_rotmod,1.63,44.9,51.57925552002471
NGC5585_rotmod,2.05,53.2,54.24504585674161
NGC5585_rotmod,2.74,64.3,57.39333236535408
NGC5585_rotmod,3.42,73.1,58.01383024762285
NGC5585_rotmod,4.11,76.2,60.12103209360265
NGC5585_rotmod,4.79,78.4,60.233442538178075
NGC5585_rotmod,5.48,83.1,58.59945392237031
NGC5585_rotmod,6.16,88.0,57.040494387759296
NGC5585_rotmod,6.85,89.9,54.698180042849685
NGC5585_rotmod,7.53,90.6,52.66615801442137
NGC5585_rotmod,8.21,91.6,51.74600467668977
NGC5585_rotmod,8.9,92.3,50.79770565685029
NGC5585_rotmod,9.57,90.9,49.696623627767714
NGC5585_rotmod,10.31,89.6,48.76274192454727
NGC5585_rotmod,10.96,89.4,47.66093578602921
