Galaxy,R_kpc,V_obs_kms,V_baryon_kms
UGC03205_rotmod,0.28,107.0,92.49274403973534
UGC03205_rotmod,0.55,121.0,146.16967811416976
UGC03205_rotmod,0.83,134.0,166.29665811434697
UGC03205_rotmod,1.39,157.0,181.4504475056482
UGC03205_rotmod,1.65,168.0,187.28243083642417
UGC03205_rotmod,3.04,207.0,194.52658738588923
UGC03205_rotmod,3.32,213.0,194.6626612887022
UGC03205_rotmod,3.59,218.0,196.11283078880894
UGC03205_rotmod,3.87,222.0,198.9432569855033
UGC03205_rotmod,4.15,226.0,204.07162321106773
UGC03205_rotmod,4.43,229.0,209.5470147723417
UGC03205_rotmod,4.7,232.0,213.8659358102641
UGC03205_rotmod,4.97,234.0,217.02171988075295
UGC03205_rotmod,5.25,235.0,219.7845283453774
UGC03205_rotmod,5.52,236.0,223.36651002332465
UGC03205_rotmod,5.8,237.0,227.2835290996688
UGC03205_rotmod,6.08,237.0,230.72668289558536
UGC03205_rotmod,6.36,237.0,233.86977615758732
UGC03205_rotmod,6.63,236.0,235.73587529266732
UGC03205_rotmod,6.91,236.0,236.99088674461726
UGC03205_rotmod,7.19,235.0,237.59243527519976
UGC03205_rotmod,7.27,234.0,237.6025029329447
UGC03205_rotmod,7.46,234.0,237.53220623738585
UGC03205_rotmod,8.02,231.0,237.02892840326473
UGC03205_rotmod,8.29,229.0,236.5169283582044
UGC03205_rotmod,8.56,228.0,235.874056648882
UGC03205_rotmod,8.84,226.0,234.7997165671202
UGC03205_rotmod,9.12,224.0,233.68868457843652
UGC03205_rotmod,9.69,221.0,230.74705220218956
UGC03205_rotmod,12.11,216.0,213.76609600214906
UGC03205_rotmod,14.58,220.0,197.26292454488248
UGC03205_rotmod,14.68,220.0,196.61403713875566
UGC03205_rotmod,15.2,221.0,193.51343364221515
UGC03205_rotmod,15.5,221.0,192.01753513676817
UGC03205_rotmod,15.71,221.0,191.06110253005448
UGC03205_rotmod,16.02,221.0,189.65468356990291
UGC03205_rotmod,16.32,221.0,188.27828233760792
UGC03205_rotmod,16.53,221.0,187.42599899693744
UGC03205_rotmod,16.84,221.0,186.1894736551989
UGC03205_rotmod,16.94,221.0,185.8465159748764
UGC03205_rotmod,19.4,218.0,176.1173089165287
UGC03205_rotmod,21.77,216.0,168.06938626650603
UGC03205_rotmod,24.23,215.0,159.40629253577163
UGC03205_rotmod,26.69,212.0,151.6578283505339
UGC03205_rotmod,29.06,208.0,144.7275903205743
UGC03205_rotmod,31.52,209.0,138.2228783523191
UGC03205_rotmod,36.34,220.0,127.44960141169528
UGC03205_rotmod,40.04,220.0,120.17396390233618
