Galaxy,R_kpc,V_obs_kms,V_baryon_kms
NGC2841_rotmod,3.44,285.0,289.9312589218348
NGC2841_rotmod,3.77,297.0,286.07929722368937
NGC2841_rotmod,4.13,303.0,284.22515177232293
NGC2841_rotmod,4.47,306.0,282.78312361242496
NGC2841_rotmod,4.8,307.0,281.6261658653187
NGC2841_rotmod,5.13,304.0,281.0518416591501
NGC2841_rotmod,5.48,308.0,281.0117926351134
NGC2841_rotmod,5.83,313.0,280.55263213878425
NGC2841_rotmod,6.16,314.0,280.233626461922
NGC2841_rotmod,6.51,315.0,282.3840592172299
NGC2841_rotmod,6.86,317.0,284.37957257862246
NGC2841_rotmod,7.18,320.0,285.497386678057
NGC2841_rotmod,7.51,316.0,286.64103840866886
NGC2841_rotmod,7.85,318.0,288.61413842707015
NGC2841_rotmod,8.21,321.0,289.92085747665686
NGC2841_rotmod,8.57,323.0,289.8394476257502
NGC2841_rotmod,8.9,321.0,289.1324277904504
NGC2841_rotmod,9.24,323.0,287.4796989354205
NGC2841_rotmod,9.6,323.0,285.42702149586324
NGC2841_rotmod,9.93,322.0,284.0806626646734
NGC2841_rotmod,10.27,321.0,283.18853454898203
NGC2841_rotmod,10.6,323.0,282.22792065988085
NGC2841_rotmod,10.93,322.0,281.29503159494305
NGC2841_rotmod,11.27,321.0,280.11192852143944
NGC2841_rotmod,12.31,323.0,274.1813868591375
NGC2841_rotmod,14.35,319.0,257.62889220737645
NGC2841_rotmod,16.4,308.0,240.95031458788344
NGC2841_rotmod,18.48,299.0,227.6905538225071
NGC2841_rotmod,20.57,299.0,217.05240956967052
NGC2841_rotmod,22.51,298.0,210.21654882525306
NGC2841_rotmod,24.59,296.0,202.46587539632452
NGC2841_rotmod,26.68,293.0,193.0401836406089
NGC2841_rotmod,28.77,289.0,184.27017392947778
NGC2841_rotmod,30.7,289.0,177.4628935862368
NGC2841_rotmod,32.79,288.0,171.75045647683152
NGC2841_rotmod,34.88,285.0,167.52823314295412
NGC2841_rotmod,36.96,283.0,164.3316235543238
NGC2841_rotmod,38.9,275.0,161.66047166824671
NGC2841_rotmod,40.99,272.0,158.5730150435439
NGC2841_rotmod,43.08,271.0,155.35688204904216
NGC2841_rotmod,45.16,274.0,151.7352121295515
NGC2841_rotmod,47.1,277.0,147.8638005057357
NGC2841_rotmod,49.19,281.0,143.90104690376648
NGC2841_rotmod,51.27,286.0,140.6067857537466
NGC2841_rotmod,53.36,282.0,138.26573183547686
NGC2841_rotmod,55.3,283.0,137.06178570265308
NGC2841_rotmod,57.38,288.0,136.17402211875802
NGC2841_rotmod,59.47,287.0,135.4042813207913
NGC2841_rotmod,61.56,289.0,134.23628496051282
NGC2841_rotmod,63.64,294.0,132.65628556536626
