k_1perMpc,P_Mpc3
9.999999999999999e-05,3591.962899237024
0.00010063288665132622,3613.8068528669005
0.0001012697787577866,3635.7830393975414
0.00010191070166937223,3657.8922513644507
0.00010255568089651058,3680.135285949531
0.0001032047421110812,3702.5129450025206
0.00010385791114743789,3725.0260350713543
0.00010451521400343627,3747.675367422212
0.00010517667684146894,3770.4617580722384
0.00010584232598950711,3793.386027810429
0.00010651218794214778,3816.449002228145
0.00010718628936166913,3839.6515117408085
0.00010786465707909103,3862.9943916208053
0.00010854731809524329,3886.4784820176974
0.0001092342995818407,3910.1046279903717
0.00010992562888256387,3933.8736795296627
0.0001106213335141479,3957.7864915882114
0.000111321441167478,3981.843924109225
0.00011202597970869094,4006.0468420479665
0.00011273497718028455,4030.3961154059125
0.00011344846180223423,4054.8926192537533
0.0001141664619731155,4079.5372337602203
0.00011488900627123466,4104.3308442227635
0.00011561612345576665,4129.274341090208
0.00011634784246789903,4154.368619995753
0.00011708419243198432,4179.614581782689
0.00011782520265669945,4205.01313253275
0.00011857090263621177,4230.5651835964
0.00011932132205135324,4256.271651619655
0.00012007649077080223,4282.133458571225
0.0001208364388522716,4308.151531776965
0.00012160119654370547,4334.326803943158
0.00012237079428448354,4360.660213188548
0.00012314526270663177,4387.152703071463
0.00012392463263604265,4413.805222622485
0.00012470893509370124,4440.618726370719
0.00012549820129692022,4467.594174374921
0.00012629246266058293,4494.732532252643
0.0001270917507983929,4522.034771211302
0.00012789609752413258,4549.501868075711
0.00012870553485293,4577.134805320513
0.0001295200950025322,4604.93457110068
0.00013033981039458815,4632.902159278471
0.00013116471365593938,4661.0385694575825
0.00013199483761991808,4689.344807013045
0.00013283021532765413,4717.821883119896
0.00013367088002939076,4746.470814785908
0.00013451686518580706,4775.292624883202
0.00013536820446935038,4804.288342176233
0.0001362249317655769,4833.459001356964
0.00013708708117449932,4862.80564307198
0.00013795468701194546,4892.3293139597035
0.00013882778381092294,4922.031066675792
0.0001397064063229943,4951.911959927877
0.00014059058951965996,4981.973058509079
0.00014148036859375072,5012.215433325675
0.00014237577896082754,5042.640161433443
0.00014327685626059237,5073.248326066594
0.0001441836363583055,5104.0410166730835
0.0001450961553462138,5135.019328944838
0.00014601444954498755,5166.18436485047
0.00014693855550516525,5197.537232669824
0.00014786851000860886,5229.079047024113
0.00014880435006996831,5260.810928911656
0.0001497461129381539,5292.734005739277
0.00015069383609781918,5324.849411355427
0.0001516475572708537,5357.158286083515
0.00015260731441788322,5389.6617767562375
0.00015357314573978127,5422.361036749348
0.00015454508967919012,5455.2572260140505
0.00015552318492204986,5488.351511109711
0.00015650747039913873,5521.645065241946
0.00015749798528762323,5555.139068292603
0.00015849476901261616,5588.834706855296
0.00015949786124874735,5622.733174269441
0.0001605073019217415,5656.83567065617
0.0001615231312100079,5691.14340295048
0.00016254538954624018,5725.65758493662
0.00016357411761902454,5760.379437283653
0.00016460935637445983,5795.310187578885
0.00016565114701778779,5830.45107036443
0.00016669953101503213,5865.803327170945
0.0001677545500946495,5901.368206552235
0.0001688162462491909,5937.146964122221
0.00016988466173697205,5973.140862590577
0.00017095983908375586,6009.351171794674
0.00017204182108444574,6045.779168739167
0.00017313065080478776,6082.426137629714
0.0001742263715830853,6119.293369909749
0.00017532902703192466,6156.382164293599
0.00017643866103990986,6193.693826807259
0.00017755531777341,6231.229670820171
0.00017867904167831775,6268.991017083842
0.00017980987748181744,6306.979193766085
0.0001809478701941657,6345.195536489795
0.00018209306511048366,6383.6413883672185
0.0001832455078125585,6422.318100038171
0.00018440524417065912,6461.227029706638
0.00018557232034536076,6500.369543176055
0.0001867467827893827,6539.747013886774
0.00018792867824943786,6579.360822953574
0.00018911805376809233,6619.212359202518
0.00019031495668563834,6659.303019206968
0.00019151943464197903,6699.63420732815
0.00019273153557852356,6740.207335746756
0.0001939513077400959,6781.023824505736
0.00019517879967685558,6822.08510154332
0.00019641406024622916,6863.392602735847
0.0001976571386148552,6904.94777192848
0.00019890808426054198,6946.752060979403
0.00020016694697423565,6988.806929793532
0.00020143377686200262,7031.113846361368
0.00020270862434702448,7073.674286797033
0.0002039915401716036,7116.489735376316
0.00020528257539918445,7159.561684574566
0.00020658178141638457,7202.891635105285
0.0002078892099350408,7246.481095955677
0.00020920491299426696,7290.331584428769
0.00021052894296252634,7334.44462617871
0.00021186135253971415,7378.82175525127
0.00021320219475925718,7423.464514118869
0.00021455152299022304,7468.374453723055
0.00021590939093944506,7513.553133509318
0.00021727585265366055,7559.002121469209
0.0002186509625216608,7604.722994174203
0.00022003477527645645,7650.717336818955
0.0002214273459974568,7696.986743257787
0.00022282873011266063,7743.532816043169
0.00022423898340086316,7790.357166462585
0.00022565816199387684,7837.46141458332
0.00022708632237876397,7884.847189283708
0.0002285235214000868,7932.516128296016
0.00022996981626216857,7980.469878246203
0.00023142526453137126,8028.710094688928
0.00023288992413838646,8077.238442149748
0.0002343638533805421,8126.05659416189
0.00023584711092412106,8175.166233306496
0.00023733975580669835,8224.569051248816
0.00023884184743948921,8274.26674878164
0.00024035344560971442,8324.261035859434
0.00024187461048298095,8374.553631639668
0.000243405402605675,8425.1462645216
0.0002449458829073729,8476.040672183208
0.0002464961127032668,8527.23860162231
0.00024805615369660386,8578.741809193594
0.00024962606798114266,8630.55206064827
0.0002512059180436258,8682.6711311726
0.00025279576676626544,8735.10080542612
0.00025439567742924663,8787.842877580892
0.0002560057137132472,8840.899151358859
0.0002576259397019708,8894.271440071894
0.000259256419884698,8947.96156665979
0.00026089721915885454,9001.971363727138
0.00026254840283259197,9056.302673584281
0.0002642100366273896,9110.95734828471
0.0002658821866806685,9165.937249661405
0.00026756491954842474,9221.24424936776
0.0002692583022078782,9276.88022891294
0.0002709624020601395,9332.847079701778
0.0002726772869328907,9389.146703073624
0.00027440302508308746,9445.781010336726
0.00027613968519967365,9502.751922808962
0.00027788733640631637,9560.061371852686
0.0002796460482641579,9617.711298916418
0.00028141589077458303,9675.703655566454
0.00028319693438200584,9734.0404035296
0.00028498924997667465,9792.723514727168
0.00028679290889749174,9851.754971312163
0.0002886079829348538,9911.136765706458
0.0002904345443335104,9970.870900638805
0.00029227266579543733,10030.959389177873
0.00029412242048273166,10091.404254773346
0.0002959838820205244,10152.207531287471
0.00029785712449990946,10213.37126303341
0.0002997422224808932,10274.89750481274
0.00030163925099536336,10336.788321946344
0.00030354828555007306,10399.04579031422
0.0003054694021296491,10461.671996388508
0.00030740267719961363,10524.669037269536
0.00030934818770942914,10588.039020720236
0.00031130601109556166,10651.784065200525
0.0003132762252845616,10715.906299900167
0.00031525890869616596,10780.407864776602
0.0003172541402464207,10845.290910586029
0.0003192619993508201,10910.557598917381
0.0003212825659274683,10976.210102224613
0.0003233159204002616,11042.250603863842
0.000325362143702087,11108.68129811956
0.0003274213172780464,11175.504390243494
0.0003294935230886956,11242.72209648259
0.0003315788436133084,11310.336644113018
0.00033367736185315855,11378.350271469782
0.0003357891613348247,11446.765227980222
0.00033791432611351274,11515.583774192304
0.0003400529407764041,11584.808181807475
0.0003422050904460202,11654.440733708994
0.0003443708607836119,11724.483723992726
0.0003465503379925683,11794.93945799681
0.00034874360882184915,11865.81025232803
0.0003509507605694356,11937.09843489439
0.0003531718810858074,12008.806344929799
0.0003554070587774372,12080.93633302434
0.0003576563826103107,12153.490761148767
0.00035991994211346726,12226.472002685146
0.00036219782738256445,12299.882442448186
0.0003644901290834619,12373.724476717032
0.0003667969384558328,12448.0005132554
0.00036911834731679304,12522.71297133936
0.0003714544480645566,12597.864281781389
0.0003738053336821147,12673.456886953827
0.00037617109774093385,12749.493240811093
0.0003785518344046835,12825.97580891608
0.00038094763843298126,12902.907068457318
0.00038335860518516607,12980.289508274009
0.000385784830624093,13058.125628878184
0.00038822641131995437,13136.41794247089
0.00039068344445412076,13215.168972964355
0.0003931560278230124,13294.381256003699
0.00039564425984198865,13374.057338979412
0.00039814823954926706,13454.199781051066
0.0004006680666098643,13534.811153161541
0.000403203841319565,13615.894038053812
0.00040575566460891065,13697.451030287675
0.0004083236380472204,13779.484736253145
0.00041090786384663085,13861.99777418588
0.0004135084448661655,13944.99277418001
0.0004161254846158301,14028.472378203498
0.0004187590872607302,14112.439240105352
0.0004214093576252185,14196.896025630149
0.0004240764011970681,14281.84541242792
0.0004267603241316689,14367.290090062128
0.0004294612332562544,14453.23276002147
0.0004321792360741542,14539.676135721727
0.00043491444076907066,14626.622942519387
0.0004376669562093882,14714.075917711682
0.0004404368919525032,14802.037810546091
0.0004432243582491867,14890.511382219842
0.00044602946604797167,14979.499405887398
0.0004488523269995709,15069.004666658435
0.0004516930534613178,15159.02996160043
0.0004545517585016423,15249.578099738641
0.0004574285559045678,15340.651902054931
0.0004603235601742421,15432.254201485406
0.000463236886539494,15524.387842914615
0.0004661686509584217,15617.055683174938
0.00046911897012300464,15710.260591038243
0.00047208796146375214,15804.005447208316
0.0004750757431543743,15898.293144316214
0.0004780824341164867,15993.126586905659
0.0004811081540243454,16088.508691426776
0.000484153023309607,16184.442386223036
0.0004872171631661258,16280.930611514632
0.0004903006955547745,16377.9763193903
0.0004934037432083002,16475.582473784674
0.000496526429636209,16573.752050464587
0.0004996688791296833,16672.488037010997
0.0005028312167665259,16771.793432795454
0.0005060135684161424,16871.671248961346
0.0005092160607445477,16972.12450839825
0.0005124388212194091,17073.1562457203
0.0005156819781151196,17174.769507236582
0.0005189456605179053,17276.967350924293
0.0005222299983309592,17379.75284640111
0.000525535122279617,17483.1290748913
0.0005288611639165556,17587.099129194703
0.0005322082556270314,17691.666113650223
0.0005355765306341512,17796.833144102427
0.0005389661230041707,17902.60334786087
0.0005423771676518341,18008.979863660155
0.0005458098003457437,18115.965841620764
0.0005492641577137622,18223.564443202624
0.0005527403772484515,18331.77884116121
0.0005562385973125471,18440.612219498853
0.0005597589571444618,18550.06777341756
0.000563301596863832,18660.148709263718
0.0005668666574770906,18770.858244477247
0.0005704542808830823,18882.199607536804
0.0005740646098787097,18994.17603789918
0.00057769778816462,19106.790785941866
0.0005813539603509202,19220.04711289853
0.0005850332719629374,19333.94829079788
0.0005887358694470079,19448.4976023926
0.0005924619001763074,19563.698341095376
0.0005962115124567163,19679.553810903733
0.000599984855532725,19796.06732632718
0.00060378207959337,19913.24221231233
0.0006076033357782162,20031.081804162837
0.0006114487761833694,20149.58944745952
0.0006153185538675308,20268.768497973182
0.000619212822858092,20388.622321584087
0.0006231317381572605,20509.154294187516
0.0006270754557482349,20630.367801602773
0.0006310441326014085,20752.266239482855
0.0006350379266806201,20874.85301321146
0.0006390569969494399,20998.131537806672
0.0006431015033774992,21122.105237816264
0.0006471716069468529,21246.777547211685
0.000651267469658393,21372.151909280536
0.000655389254538291,21498.231776511453
0.0006595371256444902,21625.020610482843
0.0006637112480732341,21752.521881740988
0.0006679117879656403,21880.739069680574
0.0006721389125143084,22009.67566241951
0.0006763927899699808,22139.335156670782
0.0006806735896482338,22269.721057612252
0.0006849814819362198,22400.836878748414
0.0006893166382994507,22532.6861417759
0.0006936792312886186,22665.272376440626
0.0006980694345464659,22798.59912039201
0.0007024874228146988,22932.669919031952
0.0007069333719409387,23067.488325366037
0.0007114074588857226,23203.05789984564
0.0007159098617295493,23339.382210206368
0.000720440759679963,23476.46483130525
0.0007250003330786907,23614.309344951147
0.0007295887634088163,23752.9193397372
0.0007342062333020067,23892.29841085733
0.0007388529265457795,24032.450159934426
0.0007435290280908208,24173.37819482875
0.0007482347240583424,24315.086129453317
0.0007529702017474953,24457.577583581475
0.0007577356496428192,24600.856182646934
0.0007625312574217486,24744.925557544204
0.00076735721596216,24889.789344421686
0.0007722137173499732,25035.451184470545
0.0007771009548867903,25181.914723709295
0.0007820191230975973,25329.18361276598
0.0007869684177385005,25477.2615066507
0.0007919490358045198,25626.152064525268
0.0007969611755374333,25775.858949471934
0.0008020050364336622,25926.3858282504
0.0008070808192522141,26077.73637105635
0.0008121887260226756,26229.914251268496
0.0008173289600532497,26382.923145195284
0.0008225017259388492,26536.766731815453
0.0008277072295692439,26691.448692509206
0.0008329456781372489,26846.97271079069
0.0008382172801469782,27003.342472029628
0.0008435222454221382,27160.561663168897
0.0008488607851143821,27318.633972438703
0.0008542331117117132,27477.56308905974
0.0008596394390469452,27637.352702946693
0.000865079982306208,27798.00650440133
0.0008705549580375193,27959.528183801107
0.0008760645841593973,28121.92143128434
0.0008816090799695387,28285.189936422503
0.0008871886661535449,28449.33738789342
0.0008928035647937098,28614.36747314563
0.0008984539993778529,28780.283878052607
0.000904140194808222,28947.090286568073
0.0009098623774104381,29114.790380367423
0.0009156207749425072,29283.38783848614
0.000921415616603888,29452.886336952673
0.0009272471330446083,29623.2895484098
0.0009331155563744527,29794.601141733623
0.0009390211201721951,29966.824781644602
0.0009449640594948989,30139.964128308686
0.0009509446108872714,30314.022836935863
0.0009569630123910831,30489.00455736688
